param n := 500;
param r := 499
param c := 
2 0 186
2 1 145
4 0 192
4 2 196
4 1 137
8 0 144
8 4 48
8 7 59
9 0 193
9 2 41
9 4 93
9 8 36
9 5 94
9 6 112
9 7 152
10 0 142
10 2 68
10 4 104
10 9 92
10 3 38
13 0 126
13 4 53
13 8 132
13 1 172
13 5 25
13 6 163
13 12 105
13 7 182
14 0 65
14 9 60
14 5 189
14 3 125
14 6 88
14 12 197
14 7 150
22 0 119
22 2 165
22 4 142
22 1 67
22 5 70
22 11 87
22 15 188
22 16 49
22 19 175
22 20 99
22 3 177
22 6 26
22 18 75
25 0 195
25 2 133
25 4 62
25 8 138
25 10 45
25 13 167
25 5 140
25 11 72
25 15 131
25 19 14
25 20 42
25 21 23
25 23 138
25 3 189
25 6 125
25 12 114
29 0 187
29 4 147
29 8 132
29 9 105
29 22 103
29 1 60
29 15 54
29 16 112
29 19 135
29 20 82
29 23 19
29 28 44
29 12 66
29 27 109
31 0 131
31 2 171
31 10 180
31 13 73
31 22 105
31 29 113
31 1 18
31 11 70
31 20 39
31 26 141
31 27 81
31 7 74
31 24 77
32 0 96
32 8 42
32 9 29
32 10 154
32 14 82
32 29 26
32 31 177
32 16 182
32 19 188
32 21 63
32 28 198
32 3 87
32 27 135
32 17 114
35 0 15
35 2 61
35 9 90
35 10 14
35 13 126
35 14 91
35 22 167
35 31 102
35 32 186
35 5 108
35 15 144
35 16 84
35 19 101
35 20 40
35 21 97
35 26 70
35 30 167
35 33 26
35 7 41
35 24 153
35 18 100
35 17 79
36 0 111
36 2 50
36 13 165
36 32 178
36 11 21
36 15 43
36 19 68
36 23 131
36 26 92
36 28 132
36 27 49
36 7 177
36 18 86
36 17 39
43 0 132
43 2 146
43 8 188
43 10 160
43 22 132
43 25 180
43 29 126
43 32 69
43 36 77
43 5 14
43 23 169
43 28 133
43 30 50
43 33 143
43 39 38
43 41 46
43 3 83
43 12 190
43 40 135
43 42 66
43 7 40
43 24 31
43 18 15
45 0 169
45 10 141
45 13 103
45 22 179
45 32 144
45 35 150
45 36 31
45 43 38
45 11 177
45 16 18
45 20 162
45 21 73
45 23 70
45 30 53
45 37 151
45 38 91
45 44 148
45 3 169
45 34 180
45 42 93
45 24 57
45 18 198
45 17 170
47 0 48
47 9 36
47 10 124
47 13 103
47 22 127
47 45 56
47 1 110
47 19 81
47 21 67
47 23 163
47 26 111
47 28 118
47 30 169
47 39 23
47 12 149
47 46 75
47 27 87
47 24 27
47 18 81
47 17 102
49 0 67
49 8 43
49 13 198
49 22 186
49 31 153
49 32 58
49 35 198
49 1 105
49 15 161
49 20 26
49 26 175
49 28 87
49 44 177
49 3 111
49 6 72
49 34 146
49 27 10
49 40 75
49 7 129
49 24 175
49 18 10
49 48 79
50 0 32
50 2 38
50 4 93
50 8 94
50 14 170
50 31 50
50 36 10
50 43 50
50 45 181
50 47 126
50 1 111
50 5 40
50 11 40
50 15 26
50 16 94
50 19 121
50 20 22
50 26 142
50 30 70
50 37 47
50 38 16
50 41 157
50 3 15
50 12 88
50 27 175
50 40 10
50 42 20
50 24 149
50 17 120
51 0 67
51 4 52
51 8 161
51 10 40
51 13 82
51 14 147
51 32 169
51 36 145
51 43 94
51 45 95
51 1 100
51 5 83
51 11 155
51 16 118
51 19 163
51 20 137
51 26 28
51 37 192
51 38 188
51 39 80
51 41 68
51 3 45
51 12 55
51 34 109
51 27 14
51 40 82
51 42 86
51 24 192
51 48 184
53 0 48
53 2 103
53 14 23
53 25 189
53 32 25
53 36 68
53 50 187
53 51 167
53 1 107
53 33 185
53 38 54
53 3 51
53 27 194
53 40 123
53 24 141
53 18 127
53 17 151
54 0 182
54 4 181
54 8 188
54 10 16
54 25 122
54 32 18
54 47 181
54 51 53
54 53 74
54 1 169
54 11 80
54 16 112
54 19 124
54 20 32
54 37 39
54 39 26
54 44 103
54 52 86
54 3 24
54 46 104
54 27 119
54 40 50
54 48 193
55 0 198
55 2 11
55 4 158
55 10 177
55 22 118
55 25 196
55 32 123
55 36 19
55 43 23
55 45 150
55 49 47
55 50 71
55 51 167
55 1 54
55 11 134
55 30 50
55 39 186
55 52 146
55 6 186
55 12 110
55 34 20
55 17 167
57 0 185
57 2 33
57 9 61
57 10 128
57 14 22
57 25 132
57 32 141
57 36 82
57 51 175
57 54 160
57 55 15
57 1 36
57 15 17
57 16 178
57 19 110
57 21 130
57 23 151
57 26 15
57 28 48
57 30 17
57 39 173
57 52 186
57 6 51
57 7 172
58 0 68
58 2 15
58 14 61
58 45 161
58 49 116
58 57 192
58 1 197
58 16 197
58 19 45
58 28 139
58 33 88
58 38 87
58 39 152
58 44 27
58 3 123
58 34 43
58 40 155
58 42 23
58 7 152
59 0 130
59 9 74
59 13 82
59 14 179
59 22 151
59 29 101
59 35 50
59 36 181
59 43 149
59 47 54
59 50 69
59 53 57
59 1 193
59 16 193
59 19 115
59 28 42
59 37 120
59 38 54
59 56 115
59 6 76
59 12 118
59 7 78
59 24 64
59 18 158
59 48 87
64 0 12
64 9 103
64 13 193
64 22 88
64 25 141
64 29 173
64 35 112
64 36 111
64 45 92
64 50 164
64 51 164
64 53 167
64 54 37
64 55 51
64 59 167
64 1 170
64 11 199
64 16 39
64 23 69
64 26 30
64 39 113
64 41 190
64 52 51
64 56 53
64 34 162
64 46 187
64 61 24
64 7 14
64 18 45
69 0 64
69 9 15
69 22 14
69 47 188
69 51 125
69 54 144
69 55 72
69 58 30
69 59 86
69 1 21
69 5 158
69 15 107
69 16 66
69 19 172
69 21 63
69 23 141
69 26 58
69 30 118
69 39 38
69 41 123
69 44 157
69 52 22
69 56 25
69 66 95
69 3 125
69 6 84
69 12 108
69 42 70
69 68 124
69 24 137
70 0 98
70 2 188
70 4 91
70 8 177
70 9 95
70 13 20
70 14 34
70 25 62
70 35 41
70 36 54
70 43 155
70 45 128
70 51 87
70 54 154
70 59 92
70 69 97
70 1 47
70 20 181
70 26 91
70 28 47
70 37 99
70 39 82
70 41 110
70 44 177
70 52 56
70 66 86
70 67 103
70 3 115
70 12 105
70 61 166
70 65 15
70 68 57
70 24 64
72 0 180
72 4 197
72 10 157
72 14 142
72 22 155
72 25 117
72 32 32
72 35 10
72 36 20
72 43 113
72 47 194
72 49 163
72 53 73
72 54 136
72 55 43
72 57 17
72 69 52
72 70 188
72 5 180
72 11 36
72 16 58
72 23 25
72 26 112
72 30 62
72 33 99
72 39 63
72 41 19
72 44 29
72 56 137
72 6 165
72 12 22
72 46 139
72 62 167
72 68 79
72 17 99
72 71 101
73 0 145
73 9 196
73 14 17
73 22 88
73 25 16
73 31 21
73 36 91
73 45 157
73 47 126
73 53 171
73 54 115
73 55 180
73 57 168
73 59 141
73 64 200
73 1 194
73 21 52
73 39 23
73 41 52
73 44 151
73 66 45
73 6 59
73 12 116
73 40 14
73 42 152
73 62 96
73 17 10
73 48 132
74 0 75
74 8 68
74 9 33
74 14 70
74 22 109
74 25 196
74 29 60
74 32 79
74 36 113
74 45 165
74 47 22
74 49 158
74 50 174
74 53 193
74 55 40
74 57 136
74 69 139
74 72 156
74 1 156
74 5 167
74 11 139
74 15 171
74 19 52
74 20 35
74 21 195
74 23 179
74 33 144
74 38 182
74 41 154
74 44 142
74 60 142
74 63 145
74 3 135
74 12 131
74 34 135
74 61 123
74 65 163
74 27 80
74 40 40
74 7 17
77 0 26
77 4 154
77 10 199
77 13 180
77 14 179
77 22 38
77 25 155
77 29 66
77 32 194
77 49 19
77 51 131
77 53 73
77 54 11
77 64 140
77 69 61
77 70 132
77 72 107
77 74 16
77 5 19
77 20 143
77 21 44
77 26 135
77 33 61
77 38 63
77 41 75
77 56 151
77 60 56
77 63 73
77 67 88
77 3 56
77 6 19
77 75 11
77 27 171
77 40 181
77 62 24
77 68 164
77 7 146
77 24 76
77 18 192
77 71 143
78 0 127
78 2 88
78 4 151
78 9 105
78 10 98
78 29 15
78 36 35
78 43 182
78 45 143
78 47 163
78 50 115
78 53 20
78 57 157
78 59 66
78 64 17
78 72 117
78 77 77
78 1 35
78 16 173
78 19 40
78 21 98
78 23 124
78 26 58
78 28 177
78 33 145
78 38 160
78 44 119
78 52 181
78 56 45
78 63 131
78 67 42
78 76 76
78 3 155
78 6 197
78 46 60
78 65 180
78 42 10
78 7 46
78 18 123
80 0 36
80 8 35
80 9 72
80 13 67
80 14 71
80 25 135
80 29 12
80 32 91
80 45 138
80 49 31
80 51 190
80 54 66
80 55 60
80 57 132
80 64 155
80 69 115
80 70 138
80 77 115
80 78 177
80 5 76
80 15 107
80 23 136
80 28 197
80 30 193
80 33 33
80 41 171
80 44 176
80 66 60
80 67 123
80 76 100
80 79 23
80 3 99
80 34 167
80 75 23
80 27 173
80 42 66
80 62 168
80 68 44
80 18 199
80 17 21
80 71 134
80 48 191
83 0 145
83 4 21
83 8 17
83 9 41
83 14 191
83 32 175
83 35 174
83 43 166
83 49 161
83 50 56
83 53 22
83 57 115
83 64 31
83 69 46
83 72 176
83 74 188
83 80 82
83 5 86
83 21 34
83 26 165
83 28 147
83 38 91
83 39 40
83 44 184
83 52 29
83 60 102
83 63 147
83 66 148
83 76 165
83 79 143
83 3 68
83 12 115
83 65 120
83 75 108
83 82 116
83 40 32
83 42 95
83 7 123
83 24 79
83 18 118
83 17 83
83 48 93
84 0 82
84 4 176
84 9 87
84 10 23
84 13 71
84 14 180
84 22 133
84 25 87
84 29 35
84 31 101
84 35 147
84 47 28
84 50 138
84 53 123
84 55 89
84 58 196
84 59 71
84 64 171
84 70 51
84 72 173
84 73 149
84 78 86
84 83 151
84 11 80
84 20 177
84 21 113
84 23 165
84 26 76
84 28 66
84 39 90
84 44 31
84 56 70
84 67 178
84 3 38
84 61 163
84 65 129
84 75 62
84 42 193
84 62 12
84 68 139
84 7 56
84 17 111
84 48 154
85 0 95
85 2 66
85 4 127
85 8 122
85 10 31
85 25 82
85 29 24
85 31 200
85 32 183
85 35 59
85 45 121
85 50 40
85 58 65
85 64 156
85 70 64
85 72 134
85 73 19
85 74 135
85 77 177
85 80 118
85 15 143
85 16 74
85 19 196
85 28 181
85 33 84
85 37 75
85 38 42
85 39 160
85 41 112
85 60 95
85 67 46
85 79 30
85 3 166
85 6 144
85 12 91
85 34 161
85 61 184
85 65 54
85 75 88
85 27 162
85 40 92
85 62 41
85 68 148
85 7 117
85 17 121
85 48 42
86 0 160
86 10 91
86 13 55
86 14 169
86 25 75
86 29 51
86 35 58
86 36 106
86 45 51
86 51 115
86 54 117
86 57 55
86 59 49
86 69 68
86 70 157
86 72 165
86 80 141
86 83 64
86 84 98
86 1 190
86 19 160
86 23 100
86 26 97
86 30 84
86 33 30
86 37 100
86 67 53
86 79 100
86 34 147
86 61 124
86 40 102
86 68 145
86 24 179
86 71 51
86 48 199
90 0 178
90 9 156
90 10 92
90 14 153
90 22 197
90 25 59
90 32 53
90 50 160
90 53 13
90 55 55
90 57 91
90 64 185
90 70 77
90 72 126
90 77 191
90 78 29
90 80 65
90 83 90
90 84 132
90 86 155
90 15 100
90 19 143
90 21 134
90 23 147
90 28 65
90 30 109
90 33 14
90 39 66
90 76 144
90 3 149
90 6 162
90 12 56
90 34 173
90 46 26
90 61 40
90 75 170
90 82 89
90 40 30
90 42 193
90 18 175
90 71 98
90 81 124
92 0 72
92 9 187
92 10 60
92 13 120
92 22 184
92 25 126
92 29 197
92 31 43
92 35 131
92 47 186
92 50 177
92 53 149
92 54 62
92 57 159
92 69 109
92 70 33
92 72 87
92 74 106
92 77 143
92 78 150
