param n := 300;
param r := 299
param c := 
1 0 123
2 0 192
3 0 66
5 0 200
7 0 126
7 1 195
7 5 122
7 4 177
9 0 103
9 1 158
9 2 102
9 3 71
9 5 162
9 7 116
9 6 140
9 4 161
10 0 21
10 1 80
10 2 11
10 3 198
10 6 52
11 0 136
11 1 75
11 2 163
11 3 167
11 8 67
15 0 41
15 2 47
15 3 56
15 7 84
15 10 193
15 11 39
15 6 90
15 12 88
16 0 113
16 1 121
16 7 120
16 15 44
16 6 83
16 4 112
17 0 158
17 10 14
17 11 198
17 15 199
17 16 69
17 8 151
17 12 180
17 4 108
17 14 70
18 0 56
18 2 48
18 9 80
18 11 112
18 16 26
18 8 105
18 4 35
19 0 200
19 1 114
19 5 29
19 10 188
19 15 98
19 16 88
19 6 175
19 8 94
19 12 17
20 0 161
20 1 22
20 3 153
20 5 101
20 9 119
20 10 42
20 17 41
20 19 188
20 8 186
20 12 50
20 13 166
20 4 57
20 14 113
22 0 97
22 1 182
22 5 117
22 7 155
22 9 79
22 15 39
22 16 52
22 17 14
22 19 169
22 6 159
22 12 61
22 4 163
22 14 143
23 0 199
23 2 196
23 3 193
23 7 125
23 9 151
23 15 80
23 17 73
23 6 197
23 8 179
23 21 98
25 0 143
25 5 155
25 10 16
25 11 155
25 15 169
25 17 197
25 18 45
25 19 122
25 20 84
25 13 81
25 21 71
27 0 74
27 9 17
27 11 112
27 16 164
27 17 149
27 19 24
27 20 15
27 23 197
27 25 154
27 6 199
27 12 181
27 13 116
27 4 163
27 26 168
27 24 111
30 0 82
30 1 121
30 3 29
30 7 82
30 10 65
30 17 22
30 18 21
30 25 31
30 27 159
30 6 18
30 12 27
30 21 78
30 4 109
30 28 185
30 24 48
34 0 93
34 1 49
34 2 90
34 7 125
34 9 94
34 11 193
34 15 152
34 19 114
34 23 61
34 27 82
34 8 115
34 21 181
34 4 94
34 29 24
34 14 13
34 26 121
34 24 170
35 0 123
35 1 53
35 2 183
35 17 87
35 18 158
35 22 152
35 23 64
35 25 114
35 27 16
35 30 128
35 6 151
35 8 118
35 13 173
35 28 84
35 29 102
35 31 197
35 14 32
35 26 115
35 24 36
36 0 90
36 2 58
36 9 80
36 15 113
36 16 193
36 17 16
36 20 128
36 22 105
36 30 82
36 35 178
36 8 21
36 12 167
36 13 28
36 33 70
36 28 95
38 0 131
38 1 16
38 5 118
38 9 20
38 15 178
38 18 111
38 23 32
38 25 89
38 30 91
38 35 34
38 36 79
38 6 39
38 8 110
38 31 132
38 14 128
38 26 41
39 0 130
39 1 26
39 2 192
39 3 33
39 5 174
39 15 158
39 18 175
39 25 53
39 34 149
39 38 48
39 8 57
39 12 85
39 13 117
39 21 107
39 33 24
39 4 51
39 28 83
39 29 157
39 31 200
39 14 158
39 26 82
39 37 144
41 0 80
41 1 15
41 2 192
41 3 124
41 5 176
41 7 130
41 10 40
41 15 160
41 18 180
41 20 150
41 25 76
41 27 193
41 35 24
41 38 57
41 21 194
41 28 12
41 31 147
41 32 183
41 24 32
41 40 190
42 0 139
42 1 45
42 2 133
42 5 142
42 10 165
42 15 82
42 16 26
42 18 90
42 19 78
42 20 136
42 30 125
42 34 53
42 35 126
42 38 114
42 12 53
42 13 68
42 21 23
42 33 122
42 4 30
42 32 167
42 26 91
42 24 70
46 0 173
46 1 118
46 3 10
46 5 152
46 7 148
46 10 26
46 15 44
46 16 141
46 18 117
46 20 165
46 25 191
