param n := 1000;
param r := 999
param c := 
2 0 178
2 1 63
4 0 147
4 3 36
5 0 13
5 2 119
5 1 51
6 0 122
9 0 19
9 2 53
9 4 63
9 5 116
9 6 51
9 3 158
13 0 195
13 2 137
13 4 124
13 5 120
13 6 116
13 7 197
13 11 88
13 12 42
13 3 57
13 8 169
14 0 82
14 2 122
14 4 170
14 5 38
14 6 31
14 9 99
14 7 89
14 8 21
15 0 33
15 2 128
15 6 185
15 9 38
15 1 103
15 12 81
15 8 12
17 0 55
17 2 25
17 6 124
17 9 144
17 15 15
17 7 162
17 12 132
18 0 177
18 5 172
18 9 119
18 17 66
18 1 34
18 11 127
18 12 50
18 3 117
18 16 110
19 0 156
19 2 25
19 4 10
19 5 25
19 6 104
19 9 104
19 14 146
19 1 172
19 11 126
19 8 32
22 0 157
22 2 185
22 4 199
22 5 39
22 13 179
22 15 49
22 7 176
22 3 87
22 8 99
22 16 162
22 20 40
23 0 156
23 2 113
23 5 29
23 13 84
23 17 65
23 18 120
23 1 62
23 12 53
23 3 115
23 16 158
23 21 103
23 20 183
25 0 92
25 2 170
25 4 150
25 13 147
25 22 89
25 23 122
25 11 141
25 12 31
25 3 102
25 16 37
25 21 24
25 20 187
30 0 150
30 4 81
30 5 109
30 9 84
30 15 17
30 17 183
30 18 168
30 19 38
30 25 92
30 10 193
30 11 71
30 3 184
30 8 97
30 29 56
30 28 104
30 20 15
31 0 70
31 4 189
31 5 114
31 14 28
31 18 199
31 19 11
31 22 21
31 25 20
31 7 172
31 12 62
31 21 150
31 26 173
31 27 166
32 0 91
32 4 113
32 6 22
32 9 54
32 18 184
32 22 177
32 25 66
32 30 163
32 10 65
32 11 140
32 29 130
32 26 191
32 28 94
33 0 170
33 5 167
33 13 58
33 15 103
33 17 151
33 23 12
33 25 82
33 30 55
33 31 152
33 32 154
33 1 128
33 7 26
33 10 136
33 11 122
33 3 96
33 8 129
33 16 20
33 21 129
33 29 187
33 26 72
33 27 174
36 0 193
36 5 141
36 13 49
36 14 157
36 17 140
36 18 149
36 22 108
36 25 82
36 7 26
36 11 145
36 34 62
36 21 102
36 24 119
36 29 23
36 26 13
38 0 112
38 2 65
38 5 189
38 17 98
38 25 66
38 31 163
38 10 33
38 11 111
38 12 109
38 34 191
38 21 107
38 24 181
38 26 110
39 0 44
39 2 95
39 4 172
39 5 43
39 9 38
39 18 61
39 23 85
39 30 15
39 31 143
39 32 157
39 33 152
39 38 13
39 12 129
39 34 25
39 37 115
39 3 35
39 8 87
39 21 11
39 26 74
39 27 52
42 0 185
42 2 108
42 4 66
42 5 123
42 9 138
42 17 161
42 18 95
42 19 72
42 22 67
42 23 92
42 25 106
42 30 176
42 32 14
42 33 195
42 36 91
42 38 153
42 1 18
42 7 43
42 12 86
42 34 125
42 27 157
42 28 169
42 20 134
44 0 114
44 6 57
44 13 46
44 14 158
44 17 154
44 22 42
44 23 132
44 30 183
44 31 126
44 32 161
44 33 119
44 39 164
44 42 34
44 1 118
44 7 75
44 34 142
44 37 71
44 8 148
44 16 61
44 24 148
44 41 129
44 26 126
45 0 200
45 2 101
45 4 25
45 13 88
45 18 155
45 23 89
45 31 186
45 33 152
45 44 111
45 10 167
45 11 11
45 34 133
45 37 72
45 27 93
45 28 33
47 0 72
47 2 128
47 5 108
47 9 168
47 14 17
47 15 77
47 17 118
47 18 78
47 22 191
47 23 143
47 30 14
47 31 129
47 32 84
47 33 143
47 10 131
47 12 17
47 34 185
47 37 72
47 43 149
47 3 163
47 8 68
47 16 66
47 41 94
47 27 27
47 35 16
47 28 72
51 0 56
