param n := 100;
param r := 99
param c := 
3 0 76
3 1 95
5 0 54
5 3 123
5 1 158
5 4 196
7 0 159
7 1 37
7 4 158
7 6 155
8 0 102
8 1 130
8 4 170
8 6 168
11 0 62
11 3 54
11 5 160
11 8 198
11 1 99
11 4 119
11 6 156
13 0 132
13 7 187
13 1 138
13 6 181
13 12 31
14 0 16
14 3 69
14 7 180
14 8 101
14 13 151
14 2 39
15 0 96
15 3 78
15 5 17
15 7 134
15 8 87
15 14 107
15 1 135
15 4 37
15 10 99
15 12 151
15 2 196
16 0 123
16 3 171
16 8 23
16 11 121
16 14 94
16 15 123
16 1 129
16 12 107
18 0 126
18 3 40
18 16 66
19 0 112
19 5 165
19 8 81
19 16 14
19 18 76
19 4 74
19 2 48
20 0 107
20 7 199
20 15 63
20 16 171
20 18 17
20 19 24
20 4 79
20 6 42
20 9 17
20 12 114
20 17 76
20 2 155
21 0 160
21 15 52
21 16 14
21 1 98
21 4 88
21 6 189
21 12 140
21 2 152
22 0 54
22 3 65
22 5 21
22 8 61
22 11 157
22 14 136
22 15 187
22 16 89
22 20 12
22 21 44
22 1 97
22 4 158
22 12 13
22 2 173
23 0 183
23 5 172
23 7 124
23 11 177
23 14 161
23 16 138
23 18 146
23 19 121
23 20 140
23 21 198
23 1 196
23 9 122
23 10 185
23 17 108
24 0 59
24 3 85
24 7 108
24 14 119
24 21 58
24 23 162
24 4 131
24 6 155
24 9 106
24 10 44
24 17 62
24 2 109
29 0 114
29 7 145
29 11 163
29 15 122
29 16 13
29 19 179
29 21 160
29 23 191
29 1 29
29 4 38
29 6 122
29 9 18
29 25 161
29 27 131
29 28 111
31 0 149
31 3 21
31 7 198
31 11 10
31 13 43
31 14 125
31 15 185
31 18 72
31 20 172
31 4 66
31 9 175
31 10 193
31 12 11
31 30 102
31 28 16
31 26 28
32 0 129
32 5 45
32 11 103
32 13 164
32 14 99
32 18 61
32 22 20
32 24 162
32 29 177
32 6 172
32 10 97
32 2 98
32 27 115
34 0 37
34 8 67
34 11 159
34 13 71
34 15 107
34 16 150
34 18 78
34 20 42
34 21 152
34 23 34
34 29 124
34 32 78
34 10 74
34 12 153
34 17 141
34 25 91
34 33 97
34 27 183
34 28 43
36 0 113
36 3 190
36 8 19
36 11 92
36 14 154
36 18 187
36 21 17
36 22 45
36 23 105
36 24 91
36 29 178
36 32 41
36 1 102
36 9 41
36 30 47
36 2 98
36 27 47
36 26 106
38 0 106
38 3 165
38 7 95
38 13 130
38 15 138
38 18 166
38 19 101
38 21 108
38 24 68
38 29 78
38 31 29
38 1 104
38 6 76
38 9 104
38 10 32
38 12 122
38 30 34
38 2 93
40 0 148
40 8 33
40 11 198
40 13 97
40 16 75
40 19 50
40 20 38
40 21 70
40 23 109
40 24 28
40 31 29
40 32 15
40 34 123
40 36 187
40 9 174
40 12 14
40 30 17
40 27 178
40 28 167
41 0 17
41 14 94
41 15 136
41 16 168
41 19 11
41 24 29
41 31 197
41 34 184
41 36 116
41 38 92
41 1 194
41 4 40
41 9 22
41 10 75
41 35 195
41 39 161
41 28 123
43 0 41
43 8 61
43 11 172
43 14 147
43 19 179
43 20 104
43 22 65
43 24 60
43 31 144
43 34 28
43 40 96
43 41 141
43 1 112
43 4 77
43 6 196
43 9 177
43 17 43
43 25 189
43 33 10
43 35 96
43 39 93
43 2 40
43 27 65
44 0 95
44 8 68
44 14 96
44 15 15
44 16 18
44 18 190
44 19 109
44 20 92
44 21 66
44 23 100
44 24 126
44 29 182
44 32 136
44 34 95
44 36 65
44 43 74
44 1 19
44 9 62
44 12 165
44 17 144
44 25 109
