param n := 50;
param r := 49
param c := 
1 0 140
4 0 67
4 2 188
9 0 177
9 3 101
9 5 85
9 8 176
9 7 81
10 0 55
10 1 155
10 9 22
10 2 185
11 0 143
11 10 15
11 5 93
11 6 54
11 7 33
12 0 31
12 1 132
12 9 126
12 10 149
12 3 181
12 5 116
14 0 139
14 1 113
14 10 105
14 11 11
14 12 90
14 8 200
14 7 110
16 0 14
16 1 117
16 4 50
16 9 66
16 10 92
16 11 128
16 14 18
16 2 182
16 8 62
16 13 34
16 15 163
16 7 168
17 0 120
17 9 178
17 14 130
17 3 199
17 5 22
17 8 86
17 13 42
18 0 194
18 1 65
18 4 105
18 12 85
18 17 104
18 3 167
18 5 97
18 6 14
18 13 72
18 15 11
18 7 37
22 0 13
22 4 124
22 10 187
22 11 139
22 12 57
22 14 175
22 18 102
22 2 50
22 3 92
22 5 80
22 8 47
22 20 171
22 15 16
22 21 136
22 7 116
23 0 13
23 1 94
23 9 83
23 10 172
23 11 42
23 12 181
23 14 62
23 16 106
23 3 173
23 20 115
23 15 94
23 19 42
24 0 165
24 1 59
24 4 11
24 16 197
24 18 64
24 2 51
24 5 33
24 6 149
24 8 164
25 0 199
25 4 182
25 14 16
25 16 28
25 8 125
25 13 105
25 20 171
25 21 94
25 7 174
25 19 78
27 0 130
27 1 110
27 9 79
27 14 173
27 16 13
27 18 165
27 23 103
27 25 12
27 5 98
27 6 186
27 7 78
27 19 162
30 0 142
30 11 91
30 14 185
30 16 22
30 23 69
30 24 11
30 27 157
30 3 63
30 5 77
30 6 48
30 8 183
30 15 160
30 29 166
30 19 149
31 0 28
31 1 133
31 4 194
31 10 41
31 14 37
31 16 150
31 18 113
31 23 35
31 25 60
31 27 122
31 2 189
31 3 103
31 5 32
31 6 79
31 13 141
31 26 150
31 28 84
31 15 103
33 0 171
33 1 136
33 10 45
33 14 27
33 18 155
33 22 45
33 24 188
33 27 20
33 2 136
33 3 68
33 5 131
33 32 21
33 15 195
34 0 94
34 4 163
34 9 42
34 11 99
34 12 128
34 17 47
34 18 124
34 22 148
34 24 120
34 25 155
34 27 115
34 30 104
34 31 55
34 33 118
34 2 35
34 3 129
34 5 61
34 8 155
34 20 29
34 26 149
34 21 87
34 29 56
35 0 10
35 9 39
35 10 161
35 11 107
35 14 122
35 16 58
35 18 68
35 22 178
35 23 15
35 24 79
35 25 75
35 30 15
35 33 143
35 5 43
35 8 169
35 13 176
35 28 20
35 32 92
35 21 153
35 7 99
37 0 34
37 14 103
37 22 65
37 23 25
37 33 21
37 34 194
37 35 85
37 13 11
37 26 151
37 32 48
37 19 78
41 0 92
41 1 57
41 4 26
41 11 135
41 12 65
41 16 98
41 22 13
41 23 169
41 25 96
41 33 112
41 34 79
41 35 133
41 37 135
41 2 135
41 8 89
41 20 57
41 26 104
41 32 59
41 40 74
41 29 89
41 7 133
41 38 145
42 0 88
42 4 122
42 10 21
42 17 160
42 18 13
42 24 188
42 27 125
42 34 22
42 41 21
42 2 139
42 5 21
42 8 155
42 20 191
42 36 55
42 39 36
42 40 51
42 29 24
42 38 138
43 0 182
43 1 136
43 4 187
43 9 156
43 10 91
43 11 180
43 12 89
43 14 21
43 17 193
43 25 39
43 30 131
43 31 100
43 33 79
43 34 174
43 37 61
43 42 185
43 2 47
43 3 79
43 6 109
43 8 198
43 26 147
43 32 51
43 36 81
43 39 199
43 21 41
43 29 166
43 7 166
44 0 200
44 1 80
44 4 130
44 10 40
44 14 10
44 16 143
44 17 126
44 18 117
44 22 171
44 23 34
44 24 128
44 25 155
44 27 113
44 31 84
44 35 156
44 37 175
44 41 31
44 43 184
44 2 45
44 8 143
44 26 17
44 28 44
44 32 188
44 36 94
44 40 48
44 29 21
44 7 26
44 38 48
48 0 176
48 1 89
48 4 152
48 9 155
48 11 24
48 18 66
48 22 37
48 24 142
48 33 22
48 34 44
48 35 165
48 42 148
48 44 91
48 6 96
48 28 182
48 32 197
48 39 72
48 46 85
48 47 162
48 15 106
2 1 182
3 1 150
5 1 69
5 4 131
5 2 100
5 3 186
6 1 175
6 3 146
6 5 171
8 1 179
8 3 168
8 6 23
8 7 148
13 1 190
13 4 13
13 11 137
13 12 105
13 3 198
13 5 144
13 8 141
13 7 87
20 1 93
20 4 18
20 9 64
20 10 92
20 11 44
20 12 11
20 16 95
20 17 101
20 18 88
20 2 16
20 13 117
20 19 153
26 1 109
26 4 13
26 10 183
26 11 37
26 17 101
26 18 158
26 22 160
26 2 49
26 21 64
28 1 55
28 9 120
28 22 144
28 25 84
28 5 143
28 15 175
28 21 57
28 19 120
32 1 92
32 4 104
32 9 26
32 10 198
32 11 55
32 12 66
32 17 35
32 18 138
32 22 130
32 30 176
32 31 127
32 6 107
32 28 51
32 21 16
36 1 31
36 4 200
36 17 70
36 22 10
36 23 189
36 24 57
36 25 106
36 27 130
36 33 39
36 35 137
36 3 185
36 8 103
36 26 140
36 28 167
36 19 58
39 1 57
39 10 173
39 12 103
39 14 193
39 17 66
39 25 112
39 27 84
39 31 57
39 33 51
39 34 39
39 3 18
39 6 30
39 13 200
39 20 163
39 28 61
39 32 21
39 21 10
39 29 97
39 7 74
39 19 96
40 1 199
40 9 10
40 11 64
40 16 69
40 17 125
40 22 162
40 27 145
40 2 85
40 5 169
40 8 176
40 13 38
40 26 100
40 39 50
40 29 114
40 38 33
45 1 64
45 4 114
45 10 99
45 12 113
45 22 13
45 24 79
45 27 34
45 31 145
45 37 180
45 41 134
45 43 124
45 2 90
45 13 139
45 20 106
45 26 94
45 32 124
45 36 83
45 40 48
45 29 71
45 7 23
45 19 103
45 38 108
46 1 43
46 4 95
46 9 129
46 10 57
46 12 82
46 14 121
46 18 60
46 23 34
46 24 89
46 31 49
46 35 108
46 41 174
46 44 160
46 2 175
46 5 182
46 6 95
46 20 136
46 36 82
46 40 62
46 45 159
46 15 156
46 29 31
46 19 48
47 1 65
47 4 22
47 9 35
47 12 151
47 16 28
47 18 174
47 22 168
47 24 154
47 30 163
47 34 89
47 2 88
47 3 67
47 6 124
47 26 105
47 40 169
47 45 145
47 21 24
47 29 82
47 7 166
15 4 137
15 10 12
15 11 31
15 2 15
15 3 50
15 5 175
15 6 128
15 8 54
21 9 22
21 11 30
21 12 111
21 16 101
21 2 117
21 5 132
21 8 60
21 15 99
21 7 137
29 4 20
29 10 198
29 11 43
29 14 100
29 18 132
29 22 64
29 23 88
29 25 27
29 2 172
29 6 142
29 20 120
29 28 171
29 15 155
29 7 62
7 3 58
7 6 139
49 17 85
49 18 20
49 41 149
49 43 73
49 48 132
49 3 96
49 5 23
49 8 22
49 13 39
49 20 106
49 26 150
49 28 90
49 39 164
49 45 142
49 47 103
49 15 117
49 29 91
19 4 69
19 9 68
19 10 183
19 12 150
19 14 64
19 18 59
19 5 177
19 6 164
19 8 120
19 15 171
19 7 67
38 14 106
38 16 84
38 17 33
38 18 23
38 22 157
38 23 154
38 24 107
38 25 193
38 27 106
38 34 144
38 35 114
38 37 41
38 5 49
38 6 32
38 20 189
38 28 24
38 36 123
38 15 174
38 19 167
