param n := 200;
param r := 199
param c := 
4 0 12
4 1 11
9 0 110
9 3 31
9 7 179
12 0 183
12 2 90
12 6 135
12 11 176
12 5 77
12 10 54
14 0 131
14 4 25
14 2 35
14 3 183
14 11 52
14 5 75
14 8 96
14 10 157
16 0 46
16 4 132
16 12 131
16 14 67
16 1 68
16 3 128
16 5 62
16 7 89
16 10 170
18 0 51
18 4 61
18 9 122
18 12 12
18 16 59
18 1 113
18 3 105
18 11 90
18 13 10
18 17 13
18 8 180
20 0 121
20 12 192
20 16 26
20 18 29
20 1 15
20 2 193
20 3 167
20 6 23
20 15 167
20 8 155
20 19 163
21 0 88
21 4 130
21 12 197
21 14 138
21 18 152
21 1 177
21 2 58
21 3 75
21 11 197
21 15 13
21 5 153
21 10 131
21 19 124
22 0 32
22 9 91
22 12 29
22 18 135
22 1 46
22 11 95
22 13 152
22 15 21
22 5 85
22 8 91
22 19 18
23 0 150
23 9 190
23 16 151
23 18 167
23 20 191
23 1 44
23 6 100
23 11 177
23 13 35
23 17 177
23 7 177
23 19 37
24 0 78
24 9 52
24 16 132
24 18 138
24 20 66
24 23 31
24 1 62
24 2 26
24 3 98
24 6 85
24 11 115
24 13 128
24 7 33
24 8 146
25 0 122
25 14 105
25 20 191
25 22 88
25 23 181
25 24 108
25 3 51
25 13 37
25 5 42
25 10 41
26 0 47
26 9 84
26 14 63
26 16 92
26 18 141
26 20 66
26 21 75
26 22 44
26 23 137
26 24 86
26 25 13
26 1 185
26 3 102
26 6 38
26 11 74
26 5 51
26 7 11
27 0 133
27 4 99
27 9 156
27 12 160
27 22 111
27 24 174
27 26 146
27 1 115
27 2 40
27 3 87
27 11 21
27 13 124
27 17 130
27 5 62
27 8 114
27 10 113
32 0 146
32 12 174
32 14 150
32 20 42
32 21 198
32 27 92
32 15 54
32 28 124
32 29 138
32 31 194
32 5 69
32 7 194
32 8 42
32 30 129
33 0 102
33 4 20
33 9 158
33 12 159
33 14 105
33 18 138
33 21 32
33 24 164
33 25 199
33 27 37
33 1 160
33 2 167
33 13 113
33 31 81
33 5 150
33 7 184
38 0 137
38 12 70
38 14 61
38 16 24
38 21 197
38 22 114
38 24 90
38 25 108
38 26 63
38 32 34
38 33 173
38 3 147
38 13 46
38 15 29
38 28 12
38 34 122
38 30 72
38 19 13
39 0 178
39 4 84
39 9 153
39 12 126
39 16 26
39 21 44
39 23 61
39 26 22
39 27 73
39 32 143
39 33 130
39 1 143
39 2 55
39 3 68
39 11 113
39 13 111
39 17 134
39 28 24
39 35 51
39 5 73
39 8 190
39 30 142
39 10 152
39 37 189
40 0 107
40 12 74
40 16 171
40 23 45
40 27 53
40 33 109
40 38 113
40 39 32
40 3 36
40 6 43
40 13 62
40 17 137
40 28 117
40 29 154
40 8 145
40 30 175
40 37 154
43 0 56
43 4 160
43 12 86
43 14 126
43 16 71
43 18 114
43 22 185
43 27 187
43 38 197
43 40 172
43 1 193
43 2 115
43 6 179
43 11 113
43 13 129
43 15 26
43 17 82
43 28 123
43 31 121
43 34 92
43 41 40
43 8 16
43 10 95
43 37 107
44 0 28
44 4 36
44 12 168
44 14 56
44 18 125
44 21 184
44 22 187
44 24 167
44 27 191
44 33 153
44 38 111
44 39 122
44 40 141
44 2 42
44 13 28
44 15 148
44 17 81
44 28 40
44 34 13
44 7 157
44 8 161
44 19 120
44 36 138
46 0 86
46 4 80
46 9 52
46 12 121
46 14 45
46 20 109
46 21 10
46 23 11
46 24 25
46 25 94
46 26 44
46 38 60
46 39 54
46 44 38
46 1 101
46 11 18
46 13 84
46 15 41
46 29 147
46 31 142
46 34 96
46 35 185
46 41 98
46 5 199
46 7 180
46 8 39
46 30 66
46 19 79
46 37 35
48 0 103
48 9 135
48 18 56
48 20 127
48 21 69
48 23 149
48 24 86
48 32 30
48 39 18
48 40 51
48 43 101
48 46 110
48 1 49
48 6 10
48 11 144
48 13 84
48 15 190
48 17 129
48 29 146
48 42 109
48 47 94
48 5 141
48 30 155
48 10 105
48 19 123
50 0 114
50 12 13
50 14 192
50 22 110
50 23 192
50 26 146
50 40 160
50 46 170
50 48 136
50 1 18
50 2 17
50 3 115
50 11 27
50 13 127
50 15 130
50 17 130
50 29 18
50 31 41
50 34 178
50 35 28
50 42 99
50 5 177
50 8 104
50 37 79
50 45 118
51 0 79
51 9 143
51 12 178
51 18 155
51 21 56
51 23 133
51 32 34
51 33 70
51 39 164
51 40 39
51 46 51
51 48 158
51 1 54
51 2 180
51 3 144
51 17 56
51 31 185
51 47 27
51 7 167
51 8 85
51 30 93
51 19 102
51 37 110
51 45 154
52 0 116
52 4 102
52 14 24
52 18 57
52 21 129
52 22 61
52 23 124
52 26 162
52 38 104
52 39 161
52 43 172
52 44 16
52 46 131
52 48 65
52 1 115
52 2 136
52 3 120
52 6 27
52 13 43
52 28 59
52 31 20
52 42 198
52 49 166
52 8 185
52 45 45
53 0 87
53 4 150
53 9 127
53 16 160
53 18 30
53 21 91
53 24 177
53 25 88
53 26 193
53 27 16
53 38 154
53 43 27
53 44 169
53 46 32
53 48 98
53 50 129
53 1 77
53 3 12
53 6 20
53 13 116
53 15 137
53 17 53
53 34 92
53 42 134
53 49 114
53 5 90
53 30 88
53 37 132
53 45 175
57 0 159
57 4 59
57 18 12
57 22 172
57 27 87
57 33 137
57 40 169
57 44 125
57 46 145
57 48 60
57 50 22
57 51 49
57 53 63
57 1 148
57 3 178
57 17 22
57 29 131
57 34 109
57 35 32
57 41 177
57 42 80
57 7 132
57 30 31
57 10 159
57 36 147
57 54 162
58 0 69
58 4 61
58 14 108
58 18 192
58 21 128
58 22 75
58 24 103
58 25 185
58 38 198
58 39 170
58 40 100
58 50 24
58 51 111
58 52 80
58 53 198
58 57 185
58 6 47
58 11 45
58 13 169
58 15 67
58 28 48
58 34 182
58 35 183
58 42 184
58 49 89
58 7 155
58 30 127
58 55 146
58 56 46
58 10 170
58 19 85
58 36 31
58 54 177
59 0 133
59 12 131
59 16 123
59 20 27
59 21 50
59 23 41
59 24 175
59 27 28
59 33 19
59 38 132
59 40 90
59 44 199
59 48 34
59 52 90
59 53 152
59 57 13
59 58 97
59 1 58
59 2 110
59 3 119
59 6 98
59 13 129
59 34 96
59 5 112
59 30 162
59 56 64
59 10 77
59 19 128
59 36 68
59 45 159
60 0 117
60 4 18
60 16 92
60 21 160
60 23 115
60 25 57
60 26 143
60 32 75
60 38 41
60 39 190
60 40 140
60 43 92
60 46 66
60 50 167
60 52 74
60 57 15
60 59 196
60 1 46
60 13 152
60 17 19
60 31 170
60 41 81
60 42 145
60 30 170
60 55 123
60 56 133
60 19 90
60 37 97
62 0 12
62 4 125
62 9 88
62 14 119
62 16 195
62 20 187
62 21 129
62 23 117
62 24 171
62 25 169
62 33 173
62 38 42
62 39 198
62 43 198
62 46 52
62 50 103
62 52 117
62 58 43
62 59 118
62 3 144
62 6 57
62 15 168
62 17 58
62 28 24
62 29 129
62 41 119
62 42 172
62 5 60
62 8 34
62 56 197
62 36 113
62 37 56
62 54 66
63 0 44
63 12 143
63 14 100
63 16 185
63 20 186
63 24 86
63 25 125
63 26 11
63 32 169
63 33 111
63 40 190
63 43 165
63 44 82
63 53 70
63 58 44
63 59 188
63 62 80
63 6 118
63 11 167
63 13 24
63 15 194
63 29 188
63 31 154
63 5 167
63 7 29
63 8 83
63 30 105
63 55 12
63 56 156
63 10 59
63 19 154
63 37 121
66 0 173
66 9 176
66 12 70
66 14 153
66 16 11
66 18 185
66 20 150
66 21 145
66 22 51
66 23 98
66 24 79
66 25 89
66 26 125
66 27 16
66 39 139
66 43 84
66 46 10
66 58 108
66 60 31
66 63 42
66 1 69
66 2 79
66 6 183
66 15 12
66 17 189
66 28 94
66 29 27
66 31 84
66 34 38
66 41 129
66 42 64
66 64 61
66 5 198
66 7 160
66 8 137
66 56 76
66 65 137
66 45 119
68 0 93
68 4 53
68 9 157
68 12 12
68 20 42
68 22 37
68 24 81
68 26 129
68 27 139
68 32 43
68 39 145
68 43 54
68 46 123
68 58 177
68 63 114
68 66 42
68 1 117
68 6 34
68 13 58
68 15 150
68 17 33
68 31 191
68 34 175
68 42 14
68 49 191
68 61 59
68 5 121
68 8 124
68 55 17
68 10 196
68 19 198
68 36 160
68 37 167
68 45 90
69 0 84
69 9 44
69 12 187
69 20 123
69 21 126
69 22 65
69 23 43
69 24 106
69 33 41
69 39 123
69 40 88
69 44 43
69 46 40
69 48 13
69 51 181
69 58 167
69 60 89
69 62 114
69 1 58
69 6 57
69 11 22
69 13 193
69 15 191
69 17 148
69 28 55
69 31 17
69 35 117
69 41 115
69 47 163
69 49 182
69 61 120
69 64 125
69 67 128
69 7 163
69 8 32
69 30 101
69 55 54
69 56 112
69 10 182
69 36 61
69 65 30
69 37 120
69 54 123
71 0 80
71 4 146
71 9 84
71 12 170
71 14 108
71 16 81
71 18 190
71 20 47
71 21 195
71 25 114
71 33 188
71 38 97
71 40 189
71 48 116
71 50 86
71 51 17
71 52 36
71 59 51
71 60 131
71 62 170
71 63 80
71 66 115
71 68 163
71 1 136
71 3 165
71 6 14
71 13 185
71 17 198
71 29 179
71 34 93
71 42 200
71 61 42
71 67 58
71 5 177
71 55 55
71 56 46
71 10 25
71 19 12
71 36 121
71 54 67
73 0 67
73 12 22
73 14 41
73 18 174
73 20 120
73 23 155
73 25 15
73 27 157
73 32 184
73 33 106
73 38 192
73 40 200
73 44 115
73 46 101
73 48 105
73 50 85
73 51 100
73 59 80
73 60 111
73 66 184
73 69 48
73 71 29
73 3 70
73 6 95
73 13 78
73 15 64
73 17 63
73 28 56
73 31 177
73 35 119
73 42 24
73 47 198
73 49 143
73 72 197
73 5 156
73 7 47
73 8 198
73 55 31
73 19 54
73 37 129
75 0 58
75 4 173
75 9 179
75 14 39
75 22 150
75 26 167
75 27 47
75 33 188
75 40 98
75 44 49
75 50 158
75 52 65
75 57 67
75 60 181
75 62 174
75 66 161
75 68 112
75 2 44
75 6 26
75 17 154
75 41 161
75 47 134
75 61 35
75 67 80
75 72 187
75 74 81
75 56 104
75 19 141
75 54 126
80 0 19
80 9 90
80 22 50
80 24 24
80 26 74
80 32 120
80 33 24
80 38 33
80 40 75
80 43 121
80 46 147
80 50 163
80 51 151
80 57 102
80 66 105
80 68 131
80 71 189
80 1 67
80 2 85
80 3 83
80 6 173
80 13 150
80 28 44
80 31 17
80 34 51
80 41 72
80 64 94
80 67 115
80 72 167
80 77 161
80 8 31
80 55 14
80 56 111
80 70 96
80 36 118
80 65 48
80 37 50
81 0 170
81 4 78
81 14 18
81 21 42
81 23 190
81 26 78
81 32 176
81 33 61
81 43 191
81 50 163
81 53 59
81 57 133
81 60 189
81 63 49
81 66 39
81 71 184
81 73 40
81 75 151
81 2 184
81 3 76
81 13 99
81 17 64
81 29 105
81 31 55
81 34 190
