param n := 50;
param r := 49
param c := 
1 0 28
3 0 162
3 1 105
4 0 125
4 3 139
5 0 26
5 1 65
5 4 105
5 2 141
7 0 41
7 2 165
7 6 27
8 0 65
8 4 192
8 7 57
8 2 27
10 0 161
10 6 116
13 0 21
13 1 186
13 3 120
13 8 139
13 12 131
14 0 73
14 1 23
14 5 39
14 8 127
14 10 184
14 13 194
14 2 84
14 6 138
14 9 160
15 0 96
15 1 59
15 4 155
15 5 65
15 10 90
15 2 31
15 12 11
16 0 156
16 1 88
16 8 61
16 13 94
16 6 79
16 9 182
16 11 181
17 0 17
17 3 11
17 5 81
17 8 115
17 10 155
17 13 26
17 14 16
17 15 144
17 6 80
17 9 135
19 0 90
19 1 135
19 3 171
19 7 150
19 10 118
19 14 114
19 15 195
19 2 87
19 6 193
19 11 56
19 18 114
19 12 24
20 0 188
20 1 196
20 3 134
20 4 193
20 5 42
20 10 82
20 15 114
20 19 101
20 2 169
20 6 136
20 11 108
20 12 151
21 0 197
21 3 148
21 4 116
21 5 178
21 8 178
21 10 78
21 13 31
21 20 64
21 2 103
21 9 148
21 12 106
23 0 121
23 4 66
23 8 17
23 13 32
23 14 169
23 16 59
23 17 92
23 19 41
23 20 104
23 21 175
23 6 177
23 9 55
23 18 95
30 0 91
30 1 39
30 3 93
30 4 180
30 5 191
30 7 66
30 8 176
30 13 185
30 14 115
30 16 133
30 17 198
30 21 38
30 11 100
30 18 41
30 22 122
31 0 154
31 5 165
31 7 53
31 8 140
31 10 153
31 14 47
31 17 19
31 19 180
31 20 54
31 2 31
31 6 185
31 25 84
31 18 73
31 29 51
31 12 70
32 0 157
32 4 42
32 7 82
32 13 190
32 14 18
32 15 21
32 21 184
32 30 27
32 26 152
32 28 191
32 18 44
32 12 40
33 0 135
33 3 27
33 4 25
33 5 78
33 7 156
33 19 42
33 21 26
33 31 169
33 32 19
33 2 193
33 6 160
33 9 57
33 11 96
33 28 118
33 18 65
33 29 152
34 0 141
34 7 55
34 8 29
34 13 139
34 14 141
34 19 78
34 30 147
34 25 197
34 26 77
34 28 170
34 18 87
34 22 54
34 29 146
34 12 112
35 0 147
35 1 134
35 4 40
35 5 100
35 13 140
35 17 20
35 20 35
35 21 123
35 23 188
35 30 30
35 34 151
35 9 41
35 25 46
35 26 183
35 18 167
35 22 97
35 29 47
38 0 66
38 1 35
38 3 144
38 5 168
38 7 155
38 8 195
38 10 17
38 13 116
38 14 166
38 21 194
38 31 87
38 32 83
38 35 138
38 2 10
38 6 85
38 9 53
38 28 156
38 37 172
38 24 67
38 29 116
38 12 149
41 0 73
41 1 122
41 8 29
41 13 23
41 15 183
41 16 190
41 17 22
41 19 87
41 21 113
41 30 56
41 34 59
41 35 189
