param n := 50;
param r := 49
param c := 
3 0 163
3 2 35
4 0 104
4 3 181
4 1 128
4 2 119
6 0 56
6 3 199
6 4 38
6 1 184
6 2 54
7 0 78
7 4 134
7 2 173
12 0 55
12 3 69
12 6 83
12 7 29
12 1 91
12 5 20
12 10 190
12 9 17
13 0 86
13 6 134
13 12 188
13 8 48
13 10 180
13 11 26
13 9 123
14 0 60
14 6 91
14 13 55
14 1 172
14 2 62
14 5 95
14 11 166
15 0 105
15 3 28
15 7 141
15 14 57
15 8 128
15 10 143
15 11 158
19 0 141
19 4 188
19 2 31
19 17 98
19 5 159
19 10 144
19 11 93
19 16 129
19 9 88
22 0 80
22 3 146
22 7 82
22 13 39
22 19 50
22 8 103
22 17 30
22 21 34
22 5 96
22 16 22
24 0 59
24 3 98
24 4 23
24 6 39
24 7 193
24 12 154
24 14 22
24 19 44
24 22 94
24 2 188
24 18 192
24 16 113
24 20 15
25 0 10
25 4 52
25 6 64
25 7 115
25 12 53
25 14 199
25 15 112
25 11 184
25 20 138
25 9 35
27 0 178
27 4 181
27 7 13
27 12 26
27 14 191
27 19 26
27 24 107
27 1 148
27 8 179
27 17 131
27 21 31
27 5 160
27 10 171
27 16 153
27 9 36
27 23 111
28 0 13
28 3 80
28 4 17
28 12 91
28 13 187
28 14 169
28 19 19
28 25 146
28 1 54
28 2 129
28 18 112
28 26 94
28 9 151
28 23 79
31 0 19
31 3 179
31 4 39
31 12 64
31 14 68
31 15 196
31 22 90
31 24 70
31 25 167
31 27 187
31 28 174
31 1 101
31 18 39
31 26 33
31 30 126
31 8 94
31 17 48
31 21 126
31 5 173
31 10 59
31 11 142
31 9 167
33 0 67
33 4 173
33 12 142
33 13 145
33 15 182
33 19 187
33 25 145
33 28 160
33 1 193
33 18 74
33 29 113
33 30 39
33 8 146
33 17 92
33 5 196
33 11 96
33 16 117
33 9 188
34 0 13
34 4 38
34 6 167
34 7 122
34 13 30
34 19 164
34 22 58
34 24 183
34 25 103
34 28 66
34 31 184
34 33 165
34 1 25
34 26 198
34 30 192
34 8 160
34 5 184
34 10 57
34 11 14
34 16 77
34 20 37
34 23 32
39 0 173
39 4 34
39 6 147
39 12 37
39 13 49
39 14 175
39 15 198
39 22 189
39 24 35
39 34 76
39 1 129
39 2 63
39 18 68
39 26 91
39 37 171
39 38 155
39 8 32
39 21 18
39 10 144
39 11 86
39 20 92
39 23 33
41 0 75
41 4 56
41 6 107
41 7 178
41 12 21
41 14 119
41 15 122
41 22 61
41 25 58
41 27 42
41 28 110
41 31 18
41 33 149
41 34 139
41 39 96
41 1 74
41 2 136
41 18 136
41 26 182
41 29 114
41 30 32
41 32 50
41 37 167
41 38 151
41 40 20
41 8 124
41 21 125
41 5 124
41 10 87
41 11 58
43 0 104
43 7 24
43 12 56
43 13 188
43 19 125
43 27 53
43 28 61
43 34 23
43 39 167
43 41 114
43 1 169
43 29 169
43 35 188
43 42 109
43 21 53
43 10 151
43 11 50
43 16 200
43 20 18
43 36 170
43 23 145
44 0 63
44 3 132
44 6 179
44 15 61
44 22 55
44 27 60
44 34 69
44 39 111
44 43 79
44 2 145
44 18 83
44 29 59
44 38 175
44 8 171
44 17 173
44 21 176
44 5 55
44 16 148
44 20 53
44 36 110
44 23 30
46 0 70
46 3 128
46 4 93
46 7 76
46 12 147
46 13 162
46 14 13
46 15 155
46 22 86
46 25 42
46 34 16
46 41 176
46 26 172
46 29 162
46 30 101
46 35 105
46 45 172
46 5 150
46 11 158
46 16 185
46 36 150
48 0 70
48 4 76
48 7 42
48 12 120
48 15 177
48 19 138
48 22 35
48 25 88
48 27 199
48 28 198
48 33 115
48 44 134
48 46 41
48 2 200
48 18 171
48 29 101
48 30 189
48 32 131
48 35 200
48 40 195
48 42 115
48 21 99
48 10 156
48 11 110
48 16 40
48 47 126
49 0 16
49 6 16
49 7 89
49 12 105
49 14 23
49 19 10
49 25 12
49 27 52
49 28 120
49 33 184
49 34 187
49 41 72
49 44 174
49 46 90
49 48 179
49 1 25
49 30 86
49 38 128
49 40 54
49 42 181
49 17 130
49 5 109
49 11 44
49 20 38
49 23 87
2 1 14
18 6 77
18 7 33
18 14 106
18 15 122
18 1 59
18 2 129
18 5 141
18 16 82
18 9 83
26 6 45
26 14 62
26 15 122
26 25 175
26 1 120
26 2 186
26 17 149
26 21 95
26 5 193
26 11 142
26 9 42
29 7 108
29 14 163
29 19 65
29 22 143
29 27 125
29 1 111
29 8 75
29 21 120
29 5 95
29 20 93
29 9 32
29 23 125
30 4 197
30 7 180
30 12 24
30 13 159
30 15 116
30 19 200
30 25 63
30 28 115
30 1 30
30 2 87
