param n := 400;
param r := 399
param c := 
1 0 35
2 0 72
2 1 95
3 0 45
3 2 119
4 0 14
4 2 195
4 3 104
6 0 67
6 1 108
6 3 108
6 4 196
10 0 129
10 2 110
10 5 142
10 7 55
13 0 65
13 4 130
13 5 135
13 12 18
14 0 109
14 1 138
14 2 144
14 4 124
14 6 98
14 13 49
14 5 31
14 8 51
14 9 133
17 0 84
17 1 172
17 2 71
17 3 93
17 4 125
17 14 16
17 9 132
17 11 62
17 15 165
17 16 86
18 0 148
18 2 191
18 3 146
18 4 96
18 6 65
18 9 119
18 12 155
18 16 42
19 0 93
19 3 162
19 4 145
19 6 95
19 10 102
19 14 114
19 17 131
19 8 166
19 9 157
19 11 191
19 15 131
19 7 20
19 16 18
23 0 165
23 1 17
23 2 11
23 3 68
23 13 85
23 14 67
23 17 198
23 7 156
23 16 18
24 0 54
24 2 169
24 3 64
24 17 182
24 19 126
24 23 145
24 8 169
24 9 25
24 15 32
24 21 180
24 7 122
24 12 106
24 20 107
24 22 67
28 0 197
28 6 33
28 10 36
28 13 179
28 18 162
28 23 178
28 24 199
28 9 15
28 11 192
28 26 21
28 12 75
28 20 18
28 22 183
28 27 105
28 16 21
32 0 84
32 2 57
32 19 132
32 28 192
32 9 11
32 15 150
32 21 130
32 30 87
32 31 91
32 7 47
32 12 74
32 20 72
32 16 175
35 0 82
35 1 64
35 4 58
35 6 165
35 10 87
35 17 178
35 19 38
35 23 116
35 8 101
35 11 79
35 25 66
35 29 92
35 31 100
35 7 14
35 33 187
35 12 76
35 16 53
39 0 119
39 2 98
39 3 117
39 4 14
39 6 162
39 10 80
39 14 122
39 19 112
39 23 86
39 28 189
39 15 15
39 21 17
39 25 27
39 31 198
39 37 11
39 7 172
39 26 68
39 12 43
41 0 114
41 1 74
41 2 154
41 10 36
41 13 23
41 17 119
41 18 105
41 23 103
41 24 63
41 32 72
41 35 51
41 9 187
41 29 127
41 30 79
41 31 148
41 7 92
41 26 154
41 33 26
41 12 147
41 20 182
41 22 139
41 36 193
41 38 193
41 27 188
43 0 119
43 2 31
43 4 65
43 10 119
43 13 146
43 17 21
43 18 75
43 19 96
43 23 95
43 24 76
43 5 197
43 8 46
43 9 78
43 11 198
43 21 172
43 25 190
43 30 75
43 37 62
43 42 75
43 26 121
43 33 120
43 40 161
43 12 140
43 38 186
44 0 189
44 1 113
44 2 100
44 3 33
44 6 152
44 10 47
44 18 68
44 28 171
44 32 127
44 43 70
44 8 29
44 21 22
44 25 17
44 31 168
44 26 182
44 33 173
44 20 83
44 22 128
44 27 40
45 0 143
45 4 21
45 18 52
45 19 40
45 23 93
45 28 56
45 32 151
45 39 13
45 43 173
45 5 65
45 9 17
45 11 125
45 15 117
45 31 112
45 34 18
45 37 54
45 33 58
45 40 129
45 20 183
45 22 11
45 36 186
45 38 103
45 27 41
45 16 113
47 0 112
47 1 105
47 2 190
47 4 76
47 10 131
47 14 12
47 18 12
47 19 74
47 24 137
47 28 14
47 32 200
47 35 168
47 39 72
47 5 163
47 11 169
47 25 115
47 30 138
47 31 66
47 34 128
47 37 90
47 7 122
47 26 129
47 40 52
47 12 116
47 20 80
47 22 138
47 38 146
47 27 81
48 0 100
48 1 130
48 3 161
48 10 71
48 14 26
48 23 187
48 24 106
48 28 128
48 32 193
48 35 187
48 41 32
48 43 86
48 44 50
48 45 138
48 15 169
48 29 115
48 31 176
48 40 151
48 46 180
48 27 104
48 16 32
51 0 157
51 2 138
51 3 29
51 4 172
51 10 92
51 13 129
51 18 175
51 23 134
51 28 174
51 32 116
51 35 44
51 39 113
51 41 48
51 43 12
51 44 177
51 5 139
51 15 40
51 21 150
51 25 142
51 37 87
51 7 12
51 26 112
51 33 55
51 49 162
51 12 17
51 16 89
52 0 133
52 2 194
52 4 142
52 13 157
52 17 83
52 32 171
52 44 38
52 48 127
52 51 100
52 5 71
52 9 37
52 11 155
52 21 140
52 25 90
52 29 63
52 30 41
52 31 47
52 7 73
52 33 90
52 40 119
52 49 80
52 50 30
52 12 155
52 22 50
52 36 172
52 38 23
52 27 163
52 16 187
53 0 129
53 2 144
53 6 111
53 19 35
53 23 88
53 24 100
53 32 116
53 39 80
53 41 46
53 44 45
53 45 145
53 48 176
53 5 22
53 11 107
53 25 172
53 29 93
53 30 60
53 37 177
53 42 94
53 26 136
53 40 74
53 12 161
53 20 24
53 22 92
53 46 37
53 36 172
53 38 113
53 16 183
57 0 80
57 1 186
57 3 57
57 4 170
57 18 179
57 23 40
57 24 15
57 32 41
57 35 63
57 43 199
57 44 117
57 45 165
57 47 33
57 48 66
57 15 80
57 25 198
57 29 96
57 30 148
57 31 67
57 37 160
57 42 157
57 56 91
57 26 75
57 50 43
57 12 141
57 46 146
57 36 28
57 27 83
58 0 174
58 1 50
58 3 60
58 6 77
58 17 61
58 19 10
58 35 165
58 39 197
58 41 173
58 43 178
58 44 172
58 45 90
58 52 129
58 57 45
58 5 53
58 9 31
58 42 86
58 7 47
58 26 13
58 33 116
58 50 172
58 12 28
58 20 82
58 22 104
58 36 48
58 38 79
58 16 60
58 55 76
61 0 18
61 6 49
