param n := 600;
param r := 599
param c := 
1 0 174
4 0 139
4 2 43
5 0 133
5 4 168
5 2 133
6 0 65
6 1 137
6 3 31
7 0 15
7 1 91
7 4 183
7 5 196
7 2 61
8 0 117
8 7 113
8 3 36
9 0 157
9 1 91
9 4 65
9 5 20
9 6 14
9 7 118
9 8 184
9 2 38
11 0 157
11 1 108
11 7 165
11 2 176
11 3 57
11 10 119
12 0 42
12 5 127
12 6 196
12 8 20
12 11 26
13 0 146
13 1 162
13 4 95
13 11 144
13 12 31
13 2 158
13 10 88
14 0 68
14 5 32
14 9 18
15 0 92
15 11 150
15 14 171
15 2 110
15 3 94
18 0 126
18 1 169
18 4 143
18 5 39
18 6 195
18 8 139
18 11 175
18 12 131
18 13 72
18 14 125
18 3 156
18 10 93
18 17 92
24 0 180
24 1 65
24 6 95
24 7 69
24 9 110
24 14 161
24 15 160
24 18 100
24 3 125
24 16 30
24 20 114
24 23 145
24 21 95
25 0 164
25 1 98
25 4 57
25 5 137
25 8 193
25 11 200
25 13 194
25 14 53
25 15 99
25 18 128
25 24 82
25 2 130
25 16 38
25 22 93
25 10 59
25 17 60
26 0 144
26 1 52
26 6 147
26 8 174
26 12 88
26 14 104
26 3 43
26 16 147
26 20 178
26 22 152
26 10 163
26 19 165
26 21 88
29 0 143
29 1 167
29 6 114
29 14 42
29 15 39
29 18 52
29 24 161
29 2 21
29 16 44
29 22 116
29 19 56
29 21 150
29 28 114
34 0 195
34 1 32
34 5 73
34 9 150
34 11 89
34 12 54
34 13 128
34 14 157
34 24 153
34 25 121
34 26 188
34 2 32
34 16 36
34 20 173
34 23 137
34 30 93
34 33 154
34 19 70
34 27 121
34 31 93
34 28 182
34 17 136
35 0 159
35 4 130
35 5 50
35 6 183
35 7 31
35 11 179
35 13 185
35 15 167
35 29 60
35 34 50
35 3 12
35 16 58
35 32 21
35 33 199
35 21 169
35 27 85
35 28 196
37 0 158
37 1 111
37 5 85
37 7 109
37 9 19
37 11 91
37 13 130
37 14 177
37 18 48
37 24 178
37 26 114
37 34 60
37 35 194
37 16 88
37 20 75
37 22 126
37 23 187
37 21 168
37 27 142
37 31 61
37 28 112
37 17 19
38 0 69
38 1 91
38 4 73
38 5 108
38 7 177
38 8 12
38 9 190
38 12 66
38 13 179
38 14 35
38 25 38
38 29 196
38 35 179
38 37 118
38 16 68
38 22 10
38 23 63
38 32 124
38 36 73
38 21 62
38 27 83
38 31 116
38 28 145
38 17 198
39 0 139
39 1 100
39 5 113
39 7 51
39 8 131
39 11 192
39 12 116
39 13 196
39 14 11
39 24 49
39 26 143
39 34 197
39 38 122
39 2 133
39 3 106
39 22 22
39 23 114
39 33 115
39 36 163
39 10 98
39 27 100
39 31 88
39 28 190
41 0 94
41 1 197
41 4 140
41 5 186
41 9 159
41 12 158
41 13 24
41 14 141
41 15 45
41 18 20
41 24 166
41 25 10
41 26 127
41 35 159
41 39 112
41 20 148
41 30 170
41 32 196
41 36 134
41 40 141
41 19 115
41 28 100
42 0 170
42 1 85
42 4 167
42 5 85
42 11 190
42 14 109
42 18 187
42 25 138
42 26 137
42 35 84
42 41 97
42 36 29
42 40 15
42 19 53
42 21 116
45 0 92
45 5 45
45 6 124
45 8 86
45 9 178
45 11 125
45 12 127
45 14 180
45 15 15
45 18 187
45 25 173
45 26 159
45 34 54
45 35 130
45 37 153
45 38 117
45 41 15
45 42 193
45 3 193
45 22 25
45 23 135
45 30 148
45 32 190
45 33 60
45 36 174
45 40 154
45 44 188
45 10 92
45 31 133
45 28 75
45 17 20
50 0 85
50 4 50
50 7 16
50 8 195
50 11 32
50 12 89
50 13 158
50 24 10
50 25 32
50 34 55
50 39 128
50 45 43
50 2 103
50 16 187
50 32 33
50 40 13
50 44 99
50 46 76
50 48 44
50 10 186
50 31 64
50 47 117
51 0 121
51 6 39
51 7 122
51 8 168
51 11 134
51 12 162
51 13 132
51 25 83
51 35 41
51 37 134
51 38 39
51 39 132
51 42 186
51 30 128
51 32 131
51 43 174
51 44 131
51 46 36
51 10 11
51 47 110
53 0 117
53 4 141
53 8 65
53 11 86
53 12 114
53 13 39
53 14 27
53 15 128
53 25 187
53 29 106
53 35 65
53 37 62
53 39 10
53 42 178
53 2 71
53 3 40
53 20 65
53 32 159
53 33 45
53 10 14
53 21 18
53 17 168
53 52 56
56 0 127
56 5 144
56 6 113
56 9 194
56 11 111
56 12 94
56 13 103
56 14 51
56 15 172
56 34 102
56 42 113
56 3 44
56 20 195
56 22 130
56 23 164
56 32 137
56 33 70
56 36 183
56 40 184
56 46 175
56 48 45
56 54 63
56 10 104
56 19 21
56 27 103
58 0 171
58 1 199
58 7 184
58 12 35
58 15 134
58 18 104
58 25 47
58 26 85
58 29 103
58 35 14
58 38 99
58 39 160
58 41 48
58 42 38
58 45 25
58 50 11
58 51 13
58 53 25
58 56 114
58 2 32
58 3 169
58 16 139
58 30 169
58 32 51
58 33 126
58 36 80
58 44 40
58 49 182
58 55 138
58 19 139
58 28 88
58 47 123
58 17 191
58 52 177
59 0 160
59 5 68
59 6 118
59 9 29
59 11 149
59 13 15
59 14 184
59 24 135
59 26 168
59 29 110
59 37 86
59 38 159
59 41 184
59 58 112
59 2 29
59 30 14
59 36 158
59 46 18
59 48 144
59 49 49
59 57 172
59 17 169
59 52 82
60 0 69
60 6 86
60 8 97
60 12 99
60 13 149
60 15 189
60 25 177
60 29 198
60 35 15
60 39 64
60 41 142
60 42 190
60 51 93
60 56 166
60 59 186
60 16 19
60 22 108
60 23 141
60 30 64
60 32 194
60 33 93
60 48 20
60 49 121
60 19 127
60 21 198
60 27 32
60 47 157
60 52 36
63 0 155
63 1 27
63 4 176
63 6 25
63 9 163
63 11 70
63 13 49
63 14 194
63 18 57
63 24 155
63 26 185
63 34 143
63 35 10
63 37 176
63 41 165
63 50 33
63 51 109
63 59 51
63 60 93
63 20 189
63 22 122
63 23 68
63 30 22
63 36 151
63 40 94
63 44 33
63 49 85
63 54 32
63 55 178
63 10 185
63 57 13
63 28 31
63 47 39
63 17 58
63 52 106
64 0 44
64 1 181
64 4 182
64 7 120
64 15 61
64 25 101
64 26 179
64 29 67
64 34 45
64 38 143
64 39 112
64 41 162
64 42 10
64 51 154
64 56 84
64 58 31
64 63 88
64 3 58
64 16 45
64 20 97
64 23 30
64 32 163
64 33 173
64 44 181
64 48 95
64 54 189
64 61 123
64 10 92
64 21 127
64 27 188
64 28 139
64 52 60
66 0 166
66 5 100
66 6 174
66 7 110
66 8 101
66 9 151
66 14 123
66 15 168
66 26 19
66 29 82
66 35 60
66 37 158
66 38 196
66 39 190
66 42 12
66 45 52
66 53 158
66 58 171
66 59 28
66 60 20
66 16 41
66 20 16
66 22 45
66 44 154
66 46 60
66 48 32
66 49 194
66 62 182
66 21 36
66 27 40
66 31 146
66 65 77
66 28 59
66 47 152
67 0 92
67 1 94
67 4 72
67 5 80
67 6 95
67 8 187
67 9 79
67 11 92
67 14 170
67 24 193
67 25 70
67 35 92
67 41 178
67 42 147
67 45 98
67 53 28
67 59 149
67 60 161
67 64 155
67 16 43
67 30 169
67 33 64
67 36 152
67 40 69
67 44 46
67 48 77
67 54 186
67 55 146
67 61 132
67 62 38
67 31 38
67 57 128
67 65 92
67 17 72
68 0 191
68 1 39
68 5 12
68 6 157
68 11 139
68 13 174
68 14 198
68 18 163
68 26 99
68 35 50
68 37 200
68 38 76
68 39 114
68 41 161
68 50 57
68 53 57
68 56 149
68 58 31
68 59 68
68 60 185
68 63 166
68 67 53
68 2 126
68 3 191
68 16 22
68 20 50
68 22 91
68 32 63
68 44 112
68 46 168
68 55 154
68 61 38
68 21 176
68 31 10
68 57 117
68 65 179
68 47 41
68 52 153
70 0 56
70 4 55
70 5 184
70 7 87
70 9 175
70 13 113
70 15 22
70 18 139
70 25 198
70 26 13
70 29 25
70 34 69
70 39 58
70 50 158
70 58 137
70 67 164
70 2 21
70 16 43
70 20 51
70 36 94
70 43 113
70 46 195
70 55 91
70 61 56
70 19 40
70 21 115
70 31 165
70 57 38
70 69 176
70 17 143
70 52 140
72 0 31
72 4 22
72 8 187
72 9 44
72 11 103
72 13 186
72 15 136
72 25 195
72 29 178
72 34 48
72 37 156
72 41 165
72 42 108
72 45 151
72 51 132
72 53 61
72 58 149
72 63 199
72 66 189
72 67 188
72 2 138
72 3 162
72 16 145
72 22 45
72 32 131
72 36 105
72 46 52
72 21 130
72 27 28
72 57 31
72 65 93
72 28 66
72 47 56
72 71 186
72 52 39
74 0 92
74 5 130
74 8 44
74 15 129
74 18 125
74 24 187
74 25 74
74 29 70
74 34 188
74 37 171
74 38 41
74 41 14
74 42 145
74 45 102
74 50 67
74 51 24
74 53 77
74 56 75
74 64 112
74 66 53
74 68 126
74 3 174
74 16 117
74 22 110
74 30 84
74 33 97
74 36 131
74 40 86
74 43 187
74 54 106
74 55 42
74 62 99
74 10 127
74 19 173
74 21 144
74 65 61
74 69 54
74 28 32
74 71 145
74 73 37
75 0 109
75 4 146
75 5 134
75 6 71
75 9 85
75 12 122
75 13 60
75 18 112
75 24 35
75 25 137
75 26 115
75 37 33
75 39 73
75 45 120
75 51 30
75 53 42
75 56 154
75 63 20
75 66 198
75 72 67
75 74 115
75 3 117
75 16 132
75 20 110
75 30 117
75 32 188
75 33 103
75 40 160
75 44 86
75 46 41
75 48 192
75 49 107
75 61 103
75 62 106
75 10 39
75 19 68
75 21 20
75 27 64
75 31 165
75 57 168
75 65 105
75 69 46
75 28 16
75 17 130
84 0 151
84 1 80
84 4 133
84 5 175
84 7 112
84 8 112
84 9 128
