param n := 100;
param r := 99
param c := 
1 0 132
6 0 156
6 1 160
6 2 197
6 5 22
8 0 121
8 1 18
8 4 182
8 2 28
8 5 88
10 0 172
10 1 99
10 6 124
10 8 25
10 4 94
10 2 166
10 5 30
11 0 177
11 1 163
11 6 164
11 8 140
11 10 44
11 3 18
11 4 186
11 7 148
11 9 19
12 0 40
12 1 84
12 6 111
12 8 32
12 11 169
17 0 35
17 11 49
17 7 87
17 9 74
17 14 130
17 16 85
18 0 25
18 1 173
18 6 136
18 8 166
18 11 76
18 3 93
18 7 184
18 13 189
18 14 170
18 16 144
18 5 163
18 15 143
19 0 84
19 8 154
19 10 147
19 11 98
19 12 50
19 17 104
19 7 12
19 14 19
19 16 70
19 5 178
19 15 182
20 0 158
20 1 65
20 8 59
20 10 17
20 18 17
20 19 17
20 4 94
20 13 10
20 16 81
20 15 27
22 0 78
22 1 169
22 6 142
22 10 150
22 11 77
22 17 94
22 18 89
22 19 174
22 3 54
22 4 84
22 13 16
22 16 56
22 2 136
22 15 197
22 21 32
23 0 16
23 6 25
23 10 104
23 11 183
23 12 62
23 18 121
23 19 23
23 20 136
23 4 121
23 9 63
23 16 153
23 2 115
23 5 189
23 15 51
23 21 200
24 0 15
24 6 19
24 8 48
24 10 158
24 11 11
24 12 129
24 18 80
24 19 184
24 22 148
24 23 135
24 3 64
24 7 186
24 13 121
24 14 14
24 16 58
24 5 185
24 15 59
30 0 76
30 1 161
30 6 198
30 11 75
30 12 67
30 17 71
30 18 37
30 23 177
30 3 197
30 4 32
30 9 104
30 13 45
30 25 105
30 29 65
35 0 124
35 6 111
35 11 107
35 12 54
35 18 140
35 20 39
35 24 108
35 30 15
35 4 59
35 9 157
35 14 82
35 16 153
35 25 77
35 28 156
35 32 132
35 15 54
38 0 188
38 6 148
38 10 188
38 11 84
38 17 79
38 20 18
38 22 107
38 35 57
38 3 19
38 7 164
38 13 145
38 14 96
38 28 63
38 29 147
38 31 161
38 32 73
38 33 91
38 36 96
38 2 22
38 5 54
38 34 61
38 21 119
39 0 170
39 1 87
39 6 182
39 8 118
39 17 193
39 19 88
39 20 108
39 38 60
39 4 24
39 7 199
39 9 153
39 13 125
39 25 30
39 32 163
39 33 117
39 37 54
39 34 197
39 21 183
40 0 27
40 1 78
40 6 200
40 11 64
40 17 105
40 18 148
40 22 87
40 24 26
40 30 119
40 39 143
40 3 56
40 4 15
40 9 174
40 14 55
40 16 118
40 28 186
40 29 110
40 32 113
40 36 15
40 5 31
40 27 112
42 0 108
42 6 92
42 10 41
42 12 197
42 18 153
42 19 143
42 20 87
42 22 63
42 23 198
42 24 44
42 30 40
42 35 172
42 39 132
42 4 63
42 9 33
42 13 96
42 25 139
42 26 124
42 28 195
42 32 105
42 41 18
42 2 12
42 5 153
42 34 55
42 21 44
43 0 41
43 10 72
43 12 50
43 18 182
43 19 87
43 24 12
43 30 172
43 35 115
43 39 167
43 42 147
43 7 133
43 13 147
43 25 102
43 31 152
43 36 186
43 37 63
43 41 134
43 2 187
43 5 133
43 27 19
43 34 55
44 0 22
44 1 23
44 6 74
44 8 85
44 10 92
44 11 77
44 12 129
44 18 88
44 19 12
44 20 30
44 22 105
44 23 56
44 30 55
44 35 39
44 38 77
44 40 141
44 42 39
44 43 25
44 4 109
44 13 72
44 14 96
44 16 138
44 26 173
44 31 197
44 33 35
44 36 23
44 41 148
44 2 16
44 5 180
44 34 168
48 0 160
48 1 129
48 8 151
48 19 88
48 24 69
48 35 144
48 42 177
48 3 11
48 4 20
48 7 21
48 14 103
48 25 51
48 26 154
48 28 125
48 29 45
48 47 47
48 2 76
48 34 90
48 46 179
52 0 17
52 10 32
52 12 30
52 20 113
52 24 73
52 35 86
52 38 97
52 39 126
52 42 118
52 43 97
52 3 67
52 13 162
52 14 142
52 16 63
52 25 174
52 26 131
52 28 143
52 29 198
52 31 92
52 37 28
52 41 125
52 45 163
52 47 23
52 5 70
52 15 154
52 27 140
52 50 23
52 51 45
52 21 150
54 0 157
54 6 157
54 10 56
54 17 125
54 20 107
54 22 199
54 23 93
54 30 16
54 35 184
54 38 96
54 39 170
54 43 49
54 44 169
54 52 46
54 3 142
54 4 42
54 7 86
54 9 13
54 13 104
54 14 34
54 29 50
54 32 77
54 33 32
54 36 188
54 41 125
54 49 75
54 5 127
54 53 40
54 21 190
55 0 62
55 8 165
55 10 194
55 17 116
55 18 166
55 22 172
55 24 18
55 39 199
55 40 98
55 52 23
55 54 190
55 7 42
55 14 46
55 28 178
55 29 35
55 31 43
55 33 39
55 37 81
55 41 135
55 47 110
55 49 111
55 5 48
55 15 122
55 34 154
55 51 123
55 53 107
57 0 196
57 1 28
57 6 160
57 11 175
57 30 81
57 35 40
57 38 187
57 40 193
57 42 179
57 43 153
57 44 99
57 48 57
57 52 77
57 54 125
57 55 194
57 7 174
57 13 73
57 14 51
57 25 187
57 29 143
57 32 34
57 33 69
57 36 134
57 37 122
57 41 30
57 49 161
57 56 31
57 5 14
57 50 32
57 46 39
58 0 63
58 6 58
58 18 51
58 19 197
58 20 31
58 22 187
58 23 171
58 30 131
58 38 114
58 42 60
58 43 92
58 48 178
58 54 193
58 55 156
58 9 72
58 14 37
58 25 37
58 26 60
58 29 186
58 31 143
58 33 86
58 36 30
58 37 78
58 41 172
58 45 34
58 56 179
58 5 165
58 15 141
58 27 64
58 50 40
58 51 59
58 53 99
58 46 98
59 0 18
59 6 36
59 18 98
59 19 197
59 23 40
59 38 106
59 39 177
59 43 171
59 44 79
59 7 124
59 13 23
59 14 41
59 16 26
59 25 75
59 26 179
59 33 131
59 36 174
59 37 169
59 41 16
59 47 166
59 56 75
59 5 26
59 27 138
59 51 155
59 53 153
59 46 172
59 21 33
64 0 142
64 1 127
64 10 26
64 11 114
64 12 111
64 17 137
64 18 151
64 19 42
64 20 66
64 24 138
64 30 142
64 35 155
64 38 90
64 48 37
64 52 143
64 55 18
64 57 180
64 58 198
64 59 98
64 3 69
64 13 121
64 14 42
64 16 166
64 31 182
64 33 181
64 47 72
64 49 171
64 61 169
64 15 48
64 51 60
64 53 167
64 46 89
64 21 114
66 0 185
66 1 141
66 8 34
66 17 80
66 18 171
66 19 177
66 39 13
66 40 39
66 48 65
66 57 41
66 64 177
66 9 162
66 14 164
66 26 135
66 28 165
66 33 96
66 36 64
66 41 113
66 5 90
66 34 154
66 50 69
66 51 179
66 53 97
67 0 117
67 11 146
67 18 39
67 19 173
67 22 40
67 24 137
67 39 195
67 42 43
67 44 129
67 52 32
67 54 30
67 55 142
67 57 105
67 59 191
67 64 26
67 3 128
67 4 127
67 14 141
67 16 42
67 26 96
67 28 21
67 31 163
67 32 36
67 41 171
67 47 43
67 49 190
67 56 116
67 63 90
67 2 179
67 15 68
67 27 121
67 34 155
67 46 161
67 62 95
67 65 42
72 0 67
72 1 11
72 6 150
72 10 171
72 17 122
72 18 100
72 20 62
72 35 170
72 39 171
72 54 44
72 55 115
72 66 138
72 3 177
72 4 145
72 9 79
72 13 118
72 14 74
72 36 24
72 41 152
72 49 97
72 61 185
72 63 187
72 2 13
72 34 155
72 53 149
72 60 194
72 69 181
72 46 47
72 62 116
72 65 124
73 0 106
73 1 91
73 6 59
73 11 179
73 19 144
73 20 55
73 22 83
73 23 70
73 24 167
73 30 154
73 40 88
73 43 169
73 48 64
73 52 176
73 67 79
73 72 39
73 3 181
73 7 40
73 28 168
73 31 159
73 32 22
73 33 95
73 56 97
73 68 55
73 2 15
73 27 134
73 34 48
73 53 78
73 69 122
73 71 199
73 46 112
74 0 22
74 1 117
74 6 156
74 17 115
74 19 22
74 20 11
74 30 165
74 38 124
