param n := 200;
param r := 199
param c := 
4 0 115
4 1 27
4 2 153
5 0 147
5 1 198
5 2 11
5 3 156
9 0 134
9 4 24
9 3 62
9 7 146
10 0 114
10 4 141
10 5 49
10 1 171
10 2 189
10 3 97
10 6 94
10 8 11
11 0 104
11 5 28
11 9 138
11 10 111
11 3 99
11 7 48
11 6 122
12 0 60
12 4 139
12 11 141
12 2 162
12 7 87
12 6 149
13 0 62
13 4 89
13 12 51
13 2 68
17 0 100
17 4 39
17 11 65
17 12 42
17 3 120
17 6 69
18 0 98
18 9 34
18 11 73
18 17 133
18 7 55
18 6 101
19 0 195
19 4 93
19 5 40
19 9 116
19 12 193
19 18 168
19 2 162
19 3 183
19 7 172
19 14 76
19 15 21
19 6 78
19 16 31
21 0 58
21 4 200
21 5 187
21 9 145
21 10 76
21 11 125
21 17 141
21 18 93
21 19 200
21 1 177
21 3 143
21 6 96
22 0 150
22 9 32
22 10 155
22 11 18
22 13 109
22 17 108
22 14 45
22 15 42
22 20 147
22 6 129
23 0 49
23 4 39
23 5 10
23 9 116
23 11 148
23 17 136
23 18 87
23 21 123
23 7 42
23 14 116
23 20 105
23 16 186
23 8 108
24 0 142
24 4 35
24 5 145
24 12 108
24 19 169
24 22 138
24 1 58
24 2 107
24 3 11
24 7 141
24 14 118
24 6 198
24 8 178
26 0 149
26 5 123
26 9 115
26 10 78
26 18 181
26 19 80
26 22 182
26 23 57
26 24 170
26 1 94
26 3 80
26 7 191
26 15 46
26 6 175
26 25 185
26 16 139
26 8 20
28 0 161
28 5 28
28 12 107
28 17 44
28 19 32
28 21 43
28 22 58
28 23 57
28 24 16
28 26 30
28 1 149
28 2 40
28 15 142
28 27 68
28 25 59
28 16 66
29 0 23
29 4 19
29 9 62
29 10 40
29 11 96
29 17 84
29 22 31
29 24 163
29 26 16
29 1 93
29 16 116
29 8 75
34 0 181
34 5 52
34 10 69
34 11 62
34 17 183
34 21 120
34 22 64
34 26 67
34 28 197
34 29 107
34 2 137
34 3 18
34 30 168
34 27 11
34 32 108
34 33 164
34 6 70
34 25 57
34 16 117
36 0 116
36 4 37
36 11 95
36 18 31
36 21 49
36 22 83
36 26 14
36 28 126
36 29 122
36 1 103
36 15 98
36 31 134
36 35 104
36 32 126
36 33 194
36 16 126
37 0 56
37 5 84
37 10 123
37 12 51
37 13 121
37 19 159
37 21 73
37 22 181
37 24 144
37 29 121
37 34 72
37 36 115
37 14 127
37 15 102
37 20 123
37 31 87
37 35 132
37 25 19
37 16 62
39 0 45
39 4 48
39 9 186
39 10 144
39 13 172
39 17 95
39 19 192
39 21 58
39 22 185
39 28 120
39 37 198
39 1 106
39 2 167
39 7 124
39 15 85
