param n := 50;
param r := 49
param c := 
1 0 28
3 0 27
3 1 148
3 2 166
5 0 65
5 1 122
5 3 107
5 4 165
7 0 129
7 3 79
7 5 76
8 0 165
8 3 135
8 7 58
8 2 81
8 6 98
10 0 45
10 1 175
10 3 183
10 7 21
10 8 23
10 4 70
14 0 115
14 1 60
14 8 86
14 11 67
16 0 48
16 7 73
16 8 112
16 10 91
16 14 52
16 12 85
16 2 137
16 4 155
16 6 57
16 9 46
19 0 25
19 3 178
19 5 93
19 7 32
19 8 108
19 10 98
19 12 85
19 4 40
19 6 75
19 17 159
24 0 101
24 1 137
24 3 190
24 5 47
24 10 90
24 21 69
24 22 40
24 4 37
24 6 76
24 18 137
24 23 53
27 0 187
27 1 188
27 5 38
27 8 84
27 10 100
27 14 189
27 16 118
27 19 71
27 24 131
27 12 163
27 13 158
27 22 82
27 25 128
27 4 21
27 6 11
27 9 183
27 11 18
27 15 146
27 23 90
27 17 63
27 20 71
30 0 90
30 3 118
30 8 165
30 10 195
30 14 96
30 16 142
30 27 71
30 12 193
30 22 145
30 25 86
30 26 98
30 2 51
30 4 68
30 6 49
30 11 28
30 18 19
30 23 77
30 29 110
30 28 58
30 20 146
31 0 47
31 1 124
31 3 199
31 8 144
31 16 43
31 13 142
31 21 105
31 26 182
31 2 131
31 4 106
31 6 88
31 11 46
31 23 22
31 17 71
32 0 159
32 3 41
32 8 140
32 19 25
32 24 85
32 27 77
32 30 186
32 12 200
32 22 66
32 9 60
32 15 43
32 18 27
32 17 153
32 28 200
32 20 17
34 0 123
34 1 170
34 27 158
34 12 141
34 25 144
34 26 80
34 2 137
34 4 183
34 23 20
34 28 137
34 20 66
35 0 38
35 5 172
35 8 188
35 14 197
35 16 94
35 24 17
35 27 162
35 30 68
35 31 44
35 12 152
35 2 52
35 4 166
35 6 157
35 9 163
35 11 53
35 15 46
35 18 182
35 23 128
35 29 120
35 33 109
35 17 181
35 28 20
37 0 97
37 1 188
37 3 108
37 5 68
37 10 27
37 14 15
37 16 22
37 24 28
37 32 183
37 35 159
37 22 112
37 25 178
37 9 115
37 15 78
37 23 58
37 29 38
37 33 78
37 17 173
37 28 139
45 0 180
45 1 63
45 5 167
45 7 111
45 8 85
45 10 193
45 14 76
45 16 94
45 19 64
45 27 167
45 30 15
45 32 30
45 34 171
45 37 83
45 12 59
45 13 25
45 25 102
45 26 36
45 36 132
45 43 10
45 2 75
45 11 12
45 18 63
45 23 30
45 39 46
45 40 190
45 20 71
48 0 33
48 1 30
48 3 57
48 5 78
48 7 104
48 14 92
48 16 140
48 24 195
48 30 192
48 31 29
48 32 61
48 34 109
48 37 45
48 26 44
48 38 174
48 43 106
48 2 80
48 11 26
48 29 111
48 33 83
48 39 196
48 44 139
12 1 146
12 3 57
12 5 153
12 7 49
12 10 11
12 4 174
13 1 113
13 5 67
13 10 136
13 12 165
13 2 164
13 6 127
21 1 83
21 5 189
21 7 50
21 10 15
21 16 83
21 12 39
21 2 190
21 4 81
21 11 89
21 18 125
21 20 120
22 1 31
22 3 93
22 7 161
22 8 152
22 12 96
22 2 174
22 4 79
22 9 99
22 15 68
22 17 147
22 20 84
25 1 118
25 14 177
25 16 124
25 13 148
25 22 24
25 4 35
25 11 55
25 18 138
25 23 198
26 1 117
26 3 132
26 7 32
26 10 119
26 16 122
26 19 159
26 24 102
26 12 103
26 22 37
26 25 69
26 9 91
26 18 66
26 20 180
36 1 110
36 3 144
36 7 106
36 8 83
36 14 58
36 16 149
36 30 174
36 34 26
36 35 109
36 12 85
36 21 31
36 25 77
36 4 162
36 6 138
36 11 154
36 20 28
38 1 140
38 3 91
38 5 141
38 7 154
38 10 115
38 30 166
38 31 136
38 35 124
38 13 65
38 21 47
38 25 165
38 6 56
38 9 81
38 11 41
38 23 101
38 17 39
38 28 175
41 1 12
41 30 128
41 31 108
41 32 19
41 34 71
41 35 160
41 37 113
41 13 54
41 25 124
41 26 153
41 6 145
41 18 30
41 28 147
41 40 55
41 20 99
43 1 77
43 3 16
43 5 21
43 14 60
43 24 76
43 27 75
43 31 154
43 34 169
43 35 146
43 37 97
43 21 121
43 22 56
43 26 120
43 36 147
43 38 22
43 41 177
43 4 135
43 6 134
43 15 107
43 18 13
43 23 65
43 33 109
43 42 48
43 40 190
43 20 48
46 1 56
46 8 49
46 10 134
46 24 74
46 30 181
46 31 15
46 32 152
46 35 130
46 37 129
46 13 33
46 21 174
46 36 66
46 38 126
46 2 151
46 6 105
46 29 41
46 39 36
46 17 27
46 28 76
47 1 95
47 8 32
47 10 130
47 14 199
47 16 41
47 19 67
47 24 122
47 27 52
47 31 156
47 35 143
47 45 129
47 12 132
47 13 18
47 22 42
47 46 175
47 4 139
47 11 190
47 23 67
47 42 167
47 44 103
47 28 69
47 40 182
49 1 163
49 3 31
49 7 123
49 14 102
49 16 159
49 19 109
49 24 35
49 30 140
49 32 163
49 35 85
49 37 42
49 45 49
49 48 149
49 21 194
49 38 96
49 47 84
49 2 53
49 4 200
49 6 113
49 9 116
49 17 25
49 44 167
49 28 117
49 40 154
49 20 40
4 3 44
4 2 95
6 3 153
6 2 99
6 4 171
9 3 155
9 7 152
9 2 46
11 3 14
11 7 130
11 8 38
11 10 143
11 2 70
11 9 115
15 5 30
15 7 47
15 8 193
15 14 121
15 12 107
15 13 121
15 2 108
15 4 98
15 11 68
18 5 71
18 12 97
18 2 60
18 4 117
18 9 38
18 11 38
18 15 66
23 7 164
23 8 91
23 14 48
23 16 59
23 19 172
23 22 137
23 2 185
23 4 20
23 9 115
23 11 199
23 15 99
23 17 103
29 3 146
29 10 70
29 19 18
29 24 71
29 12 57
29 21 126
29 25 75
29 2 74
29 4 88
29 6 78
29 11 175
29 15 87
29 23 71
29 28 98
29 20 102
33 5 159
33 7 138
33 8 76
33 14 25
33 19 67
33 24 14
33 30 43
33 32 33
33 21 35
33 22 118
33 25 69
33 26 78
33 2 51
33 4 98
33 6 137
33 11 136
33 15 95
33 29 67
33 17 82
33 28 192
39 10 27
39 16 197
39 24 179
39 27 42
39 30 58
39 37 25
39 38 182
39 2 198
39 4 101
39 6 190
39 11 186
39 28 98
17 3 67
17 10 129
17 16 165
17 6 92
17 15 15
42 3 16
42 5 182
42 8 114
42 14 70
42 16 182
42 24 103
42 27 195
42 30 192
42 31 159
42 32 71
42 34 162
42 35 124
42 13 48
42 21 121
42 22 140
42 25 130
42 36 72
42 41 179
42 6 157
42 11 25
42 15 113
42 23 21
42 39 140
42 17 149
42 40 30
44 3 187
44 5 136
44 7 129
44 8 159
44 10 57
44 14 61
44 16 198
44 30 48
44 34 47
44 35 134
44 21 88
44 22 179
44 26 195
44 36 57
44 43 134
44 4 105
44 6 31
44 9 161
44 23 12
44 29 67
44 33 36
44 42 61
44 40 200
28 10 123
28 16 160
28 19 100
28 24 184
28 27 48
28 21 178
28 25 186
28 4 103
28 6 179
28 9 24
28 11 165
28 18 194
28 23 118
40 5 144
40 7 130
40 10 109
40 16 32
40 19 125
40 27 183
40 32 136
40 12 192
40 22 89
40 25 19
40 4 147
40 6 137
40 11 145
40 15 99
40 18 46
40 39 119
40 17 65
40 20 148
20 5 55
20 8 51
20 16 78
20 13 117
20 9 20
20 15 13
20 18 189
