param n := 200;
param r := 199
param c := 
1 0 30
2 0 188
3 0 113
3 2 77
4 0 112
4 1 170
4 2 197
4 3 50
9 0 34
9 3 93
9 4 89
10 0 10
10 1 90
10 3 58
10 4 114
10 6 136
10 8 88
10 7 36
11 0 101
11 1 198
11 3 33
11 10 200
11 5 82
11 6 189
11 7 168
13 0 100
13 3 54
13 11 86
13 8 86
13 7 24
15 0 29
15 1 23
15 2 190
15 3 51
15 9 96
15 10 83
15 11 42
15 13 118
15 5 181
16 0 196
16 1 136
16 9 43
16 15 177
16 6 178
16 7 122
16 14 13
17 0 114
17 3 97
17 11 25
17 13 118
17 15 77
17 16 199
17 5 160
17 6 168
17 12 132
19 0 162
19 1 184
19 3 167
19 4 189
19 11 136
19 17 98
19 8 52
19 12 144
21 0 54
21 4 189
21 13 117
21 15 39
21 16 29
21 17 176
21 6 160
21 12 101
21 7 101
33 0 126
33 1 35
33 4 152
33 10 11
33 11 84
33 15 120
33 16 57
33 19 164
33 5 132
33 6 188
33 12 28
33 22 56
33 23 22
33 27 67
33 28 31
33 30 157
33 32 123
33 7 131
33 24 50
33 14 183
42 0 121
42 2 45
42 10 125
42 16 52
42 19 48
42 5 118
42 6 134
42 12 119
42 25 149
42 29 121
42 37 123
42 40 87
42 41 165
42 7 169
42 24 129
45 0 43
45 1 157
45 9 168
45 10 14
45 11 19
45 19 170
45 21 136
45 8 191
45 12 28
45 22 185
45 23 154
45 25 157
45 26 18
45 27 138
45 29 25
45 30 155
45 32 172
45 37 198
45 39 37
45 40 141
45 18 54
45 36 108
45 38 83
45 24 42
47 0 11
47 3 180
47 4 100
47 11 177
47 13 131
47 16 120
47 19 134
47 45 109
47 5 195
47 8 98
47 22 117
47 28 113
47 30 33
47 37 128
47 40 54
47 18 67
47 38 16
47 44 98
47 46 63
47 7 185
47 43 120
47 14 129
49 0 82
49 2 63
49 3 119
49 4 135
49 9 143
49 15 149
49 33 117
49 42 149
49 5 183
49 12 58
49 22 132
49 25 112
49 27 187
49 28 84
49 30 54
49 31 42
49 34 172
49 39 99
49 48 180
49 18 109
49 24 104
49 14 116
50 0 106
50 2 172
50 3 128
50 15 61
50 16 107
50 17 113
50 19 118
50 21 68
50 45 75
50 47 50
50 49 82
50 5 21
50 8 173
50 23 138
50 25 15
50 27 175
50 28 42
50 29 51
50 31 183
50 32 151
50 39 23
50 48 98
50 35 159
50 36 63
50 46 27
50 43 98
56 0 133
56 1 81
56 2 73
56 4 94
56 9 152
56 10 76
56 15 147
56 19 195
56 21 92
56 33 139
56 47 104
56 49 21
56 50 114
56 23 80
56 25 92
56 26 72
56 31 130
56 32 140
56 34 167
56 40 195
56 48 117
56 55 106
56 35 177
56 36 182
56 38 198
56 52 21
56 24 184
56 43 33
61 0 138
61 2 84
61 15 76
61 16 89
61 19 63
61 21 16
61 42 18
61 45 149
61 47 69
61 56 24
61 5 64
61 12 92
61 20 13
61 26 15
61 28 18
61 31 130
61 32 52
61 34 28
61 37 110
61 41 87
61 48 70
61 54 125
61 57 83
61 60 35
61 38 47
61 43 189
61 51 156
61 14 185
62 0 24
62 2 141
62 4 60
62 16 59
62 19 131
62 33 113
62 50 62
62 61 140
62 22 200
62 23 187
62 26 183
62 28 123
62 29 66
62 37 169
62 40 168
62 41 40
62 36 137
62 38 182
62 44 128
62 43 184
62 51 156
62 59 58
62 14 177
66 0 86
66 2 59
66 4 134
66 10 13
66 13 164
66 17 24
66 19 54
66 33 10
66 42 59
66 50 76
66 56 171
66 5 192
66 8 96
66 22 46
66 26 166
66 28 106
66 30 163
66 31 185
66 34 161
66 39 17
66 40 20
66 41 153
66 48 193
66 54 13
66 55 55
66 35 111
66 7 105
66 43 13
66 51 128
66 65 198
66 64 145
67 0 133
67 1 190
67 4 186
67 10 127
67 11 57
67 13 191
67 33 159
67 42 196
67 45 127
67 49 99
67 62 113
67 66 96
67 5 86
67 20 156
67 22 138
67 23 151
67 28 113
67 29 104
67 34 131
67 39 142
67 40 164
67 48 146
67 57 181
67 60 119
67 18 67
67 36 200
67 58 193
67 7 148
67 24 28
67 65 34
67 14 50
70 0 157
70 3 164
70 9 138
70 10 168
70 16 44
70 47 72
70 49 134
70 50 180
70 66 193
70 67 132
70 8 88
70 12 42
70 23 24
70 26 102
70 32 179
70 34 148
70 39 175
70 40 198
70 48 141
70 54 112
70 55 27
70 63 65
70 68 127
70 18 183
70 36 81
70 44 107
70 52 200
70 53 152
70 51 26
70 59 29
71 0 196
71 1 94
71 2 103
71 4 156
71 9 107
71 11 38
71 15 90
71 33 21
71 42 131
71 45 24
71 49 100
