param n := 400;
param r := 399
param c := 
3 0 35
3 2 91
7 0 200
7 1 136
7 6 108
7 4 98
9 0 48
9 2 88
9 6 146
9 4 168
11 0 38
11 3 95
11 7 70
11 1 157
11 8 59
11 2 136
11 5 72
11 10 171
12 0 80
12 3 64
12 7 183
12 11 34
12 8 192
12 2 64
12 6 36
12 10 101
12 4 154
14 0 101
14 3 93
14 7 159
14 12 152
14 10 162
14 4 116
14 13 24
16 0 147
16 3 144
16 7 10
16 9 133
16 11 179
16 14 34
16 15 30
16 2 109
16 5 12
16 10 150
16 4 12
16 13 35
17 0 127
17 7 121
17 11 150
17 12 96
17 16 183
17 1 159
17 15 10
17 2 91
17 10 111
17 4 200
18 0 189
18 7 74
18 14 56
18 16 166
18 17 57
18 1 50
18 5 13
18 13 78
22 0 182
22 9 147
22 11 143
22 12 160
22 14 23
22 16 135
22 17 140
22 1 194
22 15 13
22 2 38
22 5 55
22 6 164
22 10 118
22 20 101
26 0 168
26 7 179
26 16 177
26 18 116
26 22 181
26 8 150
26 5 142
26 6 12
27 0 188
27 3 20
27 11 102
27 17 103
27 18 200
27 22 10
27 26 62
27 1 76
27 8 95
27 15 144
27 19 125
27 25 25
27 2 184
27 5 194
27 20 60
27 23 59
27 13 183
27 21 33
28 0 30
28 11 183
28 14 103
28 18 93
28 22 94
28 26 79
28 19 113
28 2 155
28 10 73
28 23 66
28 13 113
30 0 32
30 3 161
30 7 93
30 9 32
30 12 188
30 17 142
30 18 135
30 22 197
30 27 27
30 28 33
30 8 152
30 15 19
30 19 49
30 25 25
30 6 116
30 20 80
30 4 168
30 13 56
30 21 127
30 24 124
31 0 79
31 12 44
31 14 173
31 17 114
31 15 30
31 2 150
31 5 81
31 6 123
31 10 42
31 20 196
31 4 17
31 24 177
32 0 27
32 3 117
32 9 25
32 12 155
32 16 198
32 18 52
32 22 49
32 26 122
32 28 68
32 30 13
32 31 110
32 1 88
32 8 135
32 2 65
32 6 162
32 20 19
32 4 97
32 24 47
33 0 177
33 3 159
33 9 161
33 12 14
33 16 26
33 18 170
33 28 178
33 30 193
33 1 37
33 15 62
33 19 67
33 6 116
33 13 88
33 21 69
33 24 32
35 0 189
35 3 15
35 12 158
35 16 13
35 17 35
35 27 184
35 31 122
35 32 191
35 33 167
35 15 116
35 25 143
35 5 137
35 20 39
35 23 21
35 29 56
35 34 35
35 24 134
36 0 41
36 11 184
36 12 120
36 16 164
36 17 30
36 26 177
36 27 182
36 28 22
36 35 61
36 1 178
36 15 184
36 19 177
36 2 174
36 6 19
36 10 75
36 23 127
36 29 194
36 21 118
36 34 104
38 0 68
38 3 81
38 7 104
38 9 12
38 27 28
38 28 87
38 33 25
38 35 14
38 36 40
38 8 186
38 15 121
38 25 183
38 5 114
38 6 17
38 10 179
38 20 71
38 23 90
38 29 117
38 13 170
39 0 168
39 3 31
39 9 126
39 11 76
39 14 86
39 16 107
39 17 197
39 18 50
39 26 61
39 28 148
39 32 17
39 33 112
39 35 177
39 38 69
39 15 188
39 19 13
39 25 48
39 2 189
39 6 138
39 29 48
39 4 174
39 24 16
41 0 137
41 3 31
41 11 23
41 12 179
41 14 150
41 16 77
41 17 104
41 18 47
41 28 47
41 30 174
41 31 136
41 33 27
41 35 144
41 36 168
41 38 165
41 1 178
41 8 157
41 25 60
41 37 39
41 40 38
41 23 56
41 4 77
42 0 118
42 3 75
42 9 109
42 12 200
42 14 63
42 17 112
42 18 189
42 26 116
42 27 105
42 31 148
42 36 185
42 38 145
42 39 50
42 41 37
42 15 18
42 37 70
42 40 26
42 2 175
42 20 186
42 23 120
42 29 77
42 4 179
42 13 179
42 34 144
43 0 62
43 9 130
43 12 155
43 14 127
43 18 149
43 27 166
43 33 19
43 39 43
43 41 154
43 42 142
43 8 84
43 15 161
43 25 178
43 2 26
43 10 178
43 20 57
43 13 52
44 0 25
44 3 120
44 7 56
44 9 85
44 11 53
44 12 164
44 18 45
44 22 69
44 28 49
44 30 119
44 32 175
44 39 105
44 41 70
44 42 167
44 8 184
44 19 92
44 10 66
44 20 79
44 23 140
44 34 153
44 24 58
45 0 121
45 3 34
45 7 41
45 11 176
45 14 114
45 16 91
45 26 126
45 27 46
45 31 179
45 32 175
45 33 93
45 36 116
45 39 157
45 41 110
45 42 183
45 43 125
45 44 28
45 8 69
45 19 175
45 37 27
45 2 14
45 5 48
45 6 78
45 23 10
45 29 81
45 4 97
45 13 139
45 21 47
45 34 120
45 24 129
46 0 68
46 3 85
46 9 133
46 12 106
46 16 154
46 17 119
46 22 23
46 26 78
46 27 104
46 28 18
46 35 102
46 36 48
46 39 98
46 43 171
46 44 149
46 45 158
46 8 108
46 15 38
46 25 129
46 2 188
46 6 125
46 10 97
46 20 87
46 4 113
46 21 129
46 24 86
47 0 183
47 9 22
47 11 195
47 14 118
47 16 193
47 17 164
47 27 83
47 28 41
47 35 124
47 36 157
47 38 106
47 39 200
47 43 109
47 45 123
47 1 28
47 37 141
47 2 189
47 23 38
47 13 196
47 34 58
47 24 73
49 0 13
49 3 30
49 14 167
49 18 122
49 26 95
49 28 97
49 30 129
49 33 163
49 36 26
49 38 188
49 39 138
49 41 172
49 43 117
49 46 186
49 47 78
49 1 84
49 8 189
49 15 154
49 40 122
49 2 71
49 6 187
49 29 116
49 13 127
49 21 186
50 0 165
50 7 57
50 9 147
50 11 40
50 18 115
50 22 111
50 27 179
50 28 181
50 35 48
50 44 13
50 46 184
50 47 196
50 1 13
50 19 64
50 25 91
50 10 64
50 20 110
50 29 140
50 21 35
50 34 110
50 24 118
54 0 195
54 9 104
54 11 114
54 12 12
54 14 190
54 27 18
54 30 163
54 31 14
54 38 14
54 43 121
54 45 61
54 47 140
54 49 99
54 50 64
54 8 153
54 15 151
54 6 13
54 29 139
54 52 192
54 4 103
54 34 78
55 0 94
55 3 101
55 7 29
55 9 40
55 11 152
55 12 87
55 18 104
55 22 39
55 26 36
55 27 75
55 31 10
55 32 121
55 35 72
55 43 144
55 44 130
55 45 187
55 46 162
55 47 21
55 50 135
55 1 37
55 8 128
55 15 189
55 19 158
55 37 140
55 48 169
55 6 93
55 10 160
55 20 194
55 23 141
55 29 10
55 52 28
55 53 66
55 13 179
55 21 170
55 51 67
55 34 185
56 0 36
56 7 89
56 11 36
56 12 90
56 14 166
56 16 38
56 17 62
56 18 186
56 22 170
56 26 121
56 31 176
56 32 175
56 33 184
56 39 110
56 42 119
56 45 92
56 46 56
56 47 46
56 49 150
56 50 117
56 54 139
56 55 61
56 1 153
56 8 41
56 19 193
56 40 133
56 48 49
56 2 161
56 6 168
56 10 159
56 20 114
56 23 108
56 52 79
56 4 117
56 13 92
56 51 167
60 0 133
60 3 171
60 7 87
60 12 77
60 16 41
60 27 128
60 28 181
60 32 124
60 35 67
60 39 100
60 41 112
60 43 48
60 44 41
60 46 125
60 49 58
60 50 150
60 54 124
60 55 13
60 56 120
60 1 131
60 40 157
60 59 195
60 2 181
60 10 14
60 20 175
60 23 20
60 29 40
60 52 121
60 4 83
60 53 145
60 21 104
60 51 138
60 34 118
60 24 92
62 0 188
62 3 170
62 7 146
62 9 92
62 12 37
62 16 168
62 18 111
62 30 56
62 32 84
62 36 52
62 38 59
62 41 21
62 42 184
62 45 48
62 49 139
62 56 176
62 8 56
62 19 180
62 37 167
62 40 41
62 48 127
62 59 33
62 2 172
62 23 137
62 58 58
62 13 175
62 21 177
62 51 10
62 24 31
63 0 166
63 9 72
63 12 186
63 16 77
63 17 144
63 22 24
63 26 25
63 33 103
63 41 112
63 42 188
63 44 196
63 46 62
63 47 110
63 49 77
63 54 33
63 60 51
63 62 82
63 19 141
63 25 52
63 48 177
63 6 117
63 20 53
63 29 75
63 52 185
63 58 18
63 21 196
63 51 102
63 24 132
64 0 148
64 3 127
64 7 183
64 11 152
64 16 139
64 17 77
64 18 183
64 26 77
64 27 139
64 28 39
64 30 61
64 31 22
64 35 93
64 36 193
64 38 18
64 41 42
64 42 158
64 43 193
64 47 16
64 49 170
64 50 56
64 54 139
64 1 24
64 8 110
64 19 91
64 40 146
64 48 30
64 59 94
64 2 17
64 10 146
64 23 10
64 29 113
64 52 51
64 53 96
64 13 92
64 51 166
64 24 63
65 0 23
65 3 173
65 12 97
65 16 24
65 17 52
65 18 139
65 28 183
65 31 97
65 32 59
65 33 188
65 35 167
65 38 24
65 41 169
65 43 97
65 44 74
65 45 109
65 49 42
65 55 120
65 56 32
65 60 179
65 62 39
65 63 175
65 64 61
65 1 144
65 8 21
65 15 125
65 25 88
65 40 96
65 61 132
65 2 186
65 5 31
65 6 44
65 23 143
65 29 12
65 52 139
65 4 150
65 13 133
65 21 137
65 51 85
65 24 174
66 0 87
66 7 194
66 9 74
66 11 101
66 14 153
66 17 193
66 18 178
66 28 189
66 31 128
66 35 142
66 38 158
66 44 103
66 45 126
66 47 91
66 49 180
66 50 59
66 54 41
66 55 130
66 56 41
66 60 173
66 65 138
66 1 50
66 19 153
66 37 64
66 2 89
66 5 96
66 6 167
66 13 10
66 34 17
68 0 34
68 12 37
68 14 132
68 17 174
68 22 158
68 26 122
68 30 183
68 32 146
68 33 68
68 35 119
68 41 193
68 44 12
68 46 33
68 47 190
68 54 108
68 56 136
68 60 119
68 62 96
68 63 181
68 64 60
68 1 12
68 8 62
68 40 21
68 59 174
68 5 87
68 6 13
68 52 32
68 57 132
68 4 93
68 13 17
72 0 49
72 3 114
72 7 137
72 9 198
72 11 15
72 18 75
72 22 18
72 27 93
72 33 115
72 35 87
72 36 26
72 38 96
72 39 76
72 41 106
72 42 24
72 43 184
72 44 162
72 46 72
72 49 73
72 54 54
72 63 154
72 66 12
72 1 74
72 19 102
72 25 107
72 37 30
72 48 189
72 69 130
72 2 31
72 10 86
72 23 145
72 29 193
72 57 135
72 58 81
72 53 164
72 67 168
72 34 73
