param n := 100;
param r := 99
param c := 
2 0 186
4 0 123
4 1 125
7 0 135
7 5 118
10 0 94
10 2 78
10 4 102
10 7 133
10 1 175
10 5 101
11 0 40
11 2 105
11 10 85
11 1 45
11 3 59
11 6 81
11 9 85
11 8 158
12 0 38
12 7 79
12 3 65
12 6 26
12 9 33
12 8 168
13 0 195
13 2 42
13 7 193
13 10 91
13 6 58
13 9 59
13 5 63
15 0 181
15 2 198
15 4 10
15 11 30
15 12 171
15 3 144
15 8 108
15 5 62
17 0 174
17 2 88
17 7 144
17 12 129
17 13 15
17 15 53
17 3 54
17 6 130
17 16 34
20 0 179
20 7 186
20 10 136
20 13 154
20 17 169
20 1 176
20 3 12
20 16 72
20 18 134
20 19 72
23 0 170
23 2 166
23 4 92
23 10 40
23 12 146
23 15 22
23 17 191
23 6 15
23 9 63
23 16 19
23 18 116
23 8 142
24 0 152
24 2 62
24 4 50
24 11 127
24 15 26
24 17 28
24 23 46
24 9 169
24 14 70
24 19 46
24 21 195
24 8 138
24 22 184
27 0 40
27 12 143
27 13 197
27 20 46
27 1 123
27 3 29
27 6 70
27 9 192
27 14 121
27 18 154
27 19 32
27 21 158
27 25 189
27 26 79
27 5 120
29 0 82
29 2 98
29 4 19
29 11 134
29 15 106
29 23 137
29 24 35
29 27 126
29 1 127
29 3 180
29 14 83
29 18 62
29 19 159
29 21 15
29 22 156
29 25 189
29 5 54
30 0 122
30 7 44
30 12 73
30 20 67
30 24 197
30 29 177
30 1 179
30 3 161
30 6 25
30 9 36
30 16 46
30 18 43
30 21 63
30 8 31
30 22 108
30 25 93
30 26 163
33 0 17
33 2 143
33 10 80
33 12 42
33 17 26
33 24 104
33 29 47
33 1 170
33 6 91
33 9 117
33 18 62
33 28 190
33 32 189
33 8 21
33 22 12
33 25 43
33 26 101
33 31 51
36 0 122
36 2 68
36 4 184
36 11 83
36 12 171
36 15 109
36 23 11
36 24 109
36 30 139
36 1 65
36 3 15
36 6 101
36 16 26
36 18 106
36 8 158
36 22 21
36 35 192
36 25 54
36 26 196
36 5 119
36 31 21
38 0 179
38 2 67
38 4 171
38 10 177
38 17 129
38 20 157
38 27 60
38 29 16
38 33 161
38 36 12
38 1 86
38 3 137
38 9 172
38 21 68
38 32 137
38 34 51
38 22 182
38 31 188
39 0 140
39 2 18
39 12 128
39 15 156
39 17 123
39 27 19
39 29 54
39 30 149
39 38 115
39 3 140
39 9 75
39 21 121
39 28 37
39 32 16
39 34 60
39 37 54
39 26 185
39 31 78
41 0 155
41 2 152
41 4 15
41 7 101
41 10 136
41 13 116
41 15 112
41 20 135
41 23 38
41 24 174
41 27 18
41 29 69
41 33 143
41 16 192
41 21 138
41 32 153
41 34 49
41 37 70
41 8 45
41 35 145
41 5 99
41 31 74
43 0 155
43 10 98
43 11 147
43 24 184
43 27 172
43 29 100
43 30 116
43 33 124
43 36 77
43 1 195
43 6 193
43 9 47
43 16 149
43 19 165
43 32 159
43 37 182
43 5 79
49 0 33
49 7 167
49 12 174
49 13 90
49 15 168
49 17 73
49 20 75
49 23 144
49 24 60
49 27 144
49 30 64
49 33 142
49 36 100
49 38 112
49 41 159
49 43 26
49 1 25
49 3 33
49 6 101
49 9 123
49 14 139
49 18 174
49 19 180
49 28 97
49 8 75
49 35 49
49 26 52
49 45 22
49 48 23
50 0 111
50 7 183
50 11 63
50 12 144
50 23 172
50 29 32
50 30 195
50 33 58
50 38 69
50 39 16
50 41 46
50 43 117
50 9 129
50 14 179
50 21 196
50 28 99
50 32 126
50 44 80
50 46 193
50 35 50
50 25 14
50 26 15
50 5 192
50 31 143
50 48 118
53 0 66
53 2 56
53 11 74
53 12 58
53 13 126
53 15 165
53 20 30
53 24 52
53 29 104
53 33 131
53 38 164
53 39 24
53 41 120
53 43 38
53 49 69
53 50 33
53 1 146
53 3 58
53 6 84
53 14 70
53 16 23
53 18 61
53 19 72
53 22 186
53 47 142
53 45 42
53 5 169
53 40 191
53 48 178
55 0 175
55 2 20
55 4 53
55 7 12
55 10 127
55 11 200
55 15 91
55 17 94
55 20 40
55 23 151
55 30 142
55 38 137
55 41 82
55 50 128
55 53 187
55 1 22
55 6 117
55 9 174
55 18 47
55 32 33
55 34 191
55 37 169
55 44 200
55 52 126
55 22 63
55 26 84
55 45 156
55 31 160
55 40 179
55 48 155
56 0 92
56 2 190
56 4 133
56 7 127
56 10 73
56 12 49
56 17 55
56 20 127
56 24 43
56 27 56
56 29 103
56 33 143
56 39 132
56 55 71
56 1 22
56 3 185
56 6 13
56 9 200
56 18 83
56 19 64
56 28 64
56 34 102
56 37 59
56 46 73
56 8 160
56 42 85
56 25 193
56 26 189
56 45 105
56 31 89
57 0 73
57 4 60
57 7 102
57 10 113
57 11 76
57 13 172
57 15 115
57 23 46
57 24 189
57 29 123
57 30 77
57 33 195
57 36 75
57 38 86
57 41 90
57 49 147
57 50 83
57 53 96
57 55 146
57 56 156
57 6 193
57 9 127
57 14 152
57 16 112
57 28 137
57 32 12
57 34 139
57 44 74
57 46 48
57 51 147
57 8 122
57 22 22
57 35 34
57 42 89
57 47 52
57 54 11
57 25 36
57 45 199
57 48 82
59 0 55
59 2 118
59 4 55
59 11 90
59 13 86
59 15 146
59 17 182
59 20 147
59 23 38
59 24 164
59 30 121
59 33 89
59 36 143
59 39 53
59 41 14
59 49 192
59 50 168
59 56 21
59 57 191
59 1 117
59 3 55
59 6 200
59 14 108
59 16 177
59 18 74
59 21 59
59 37 35
59 44 196
59 46 14
59 52 160
59 58 45
59 35 64
59 54 77
59 25 95
59 26 157
59 45 162
59 31 164
65 0 123
65 2 57
65 7 17
65 10 74
65 11 27
65 12 96
65 15 27
65 17 134
65 23 30
65 36 121
65 38 178
65 39 140
65 50 160
65 56 106
65 1 158
65 9 147
65 14 165
65 16 72
65 18 190
65 19 40
65 44 108
65 46 138
65 58 172
65 64 119
65 35 32
65 47 32
65 54 192
65 25 122
65 5 95
65 48 187
66 0 30
66 2 21
66 4 164
66 10 107
66 11 60
66 27 74
66 29 133
66 30 120
66 38 153
66 39 194
66 41 66
66 50 167
66 55 173
66 56 178
66 65 51
66 1 35
66 6 168
66 16 34
66 18 11
66 28 184
66 32 26
66 37 33
66 46 81
66 58 161
66 60 42
66 64 117
