param n := 200;
param r := 199
param c := 
1 0 126
3 0 117
3 1 59
6 0 26
6 3 108
6 4 45
7 0 64
7 1 131
8 0 79
8 3 63
8 7 149
8 5 86
8 4 44
10 0 54
10 1 26
10 6 56
10 7 22
10 4 131
11 0 138
11 1 168
11 3 106
11 6 165
11 8 153
16 0 198
16 1 21
16 3 66
16 6 135
16 7 18
16 10 42
16 2 124
16 5 107
16 15 75
16 13 145
16 4 63
16 12 156
16 14 183
18 0 170
18 1 37
18 3 139
18 6 169
18 10 92
18 16 112
18 13 192
18 4 65
18 12 192
18 17 14
19 0 162
19 6 166
19 10 58
19 2 94
19 5 68
19 15 59
19 4 108
19 17 139
20 0 156
20 3 191
20 6 160
20 8 45
20 19 122
20 2 39
20 5 200
20 9 171
20 4 21
23 0 162
23 1 49
23 3 13
23 7 69
23 8 72
23 10 181
23 11 85
23 16 167
23 9 177
23 4 10
23 12 79
23 17 150
23 14 112
24 0 182
24 1 80
24 7 149
24 8 73
24 10 149
24 18 134
24 20 62
24 2 155
24 15 193
24 21 140
24 22 69
24 14 68
25 0 104
25 3 73
25 6 196
25 8 191
25 11 169
25 16 75
25 18 86
25 2 158
25 13 141
25 12 133
25 17 89
25 21 98
26 0 140
26 3 106
26 6 84
26 7 186
26 16 20
26 18 170
26 23 79
26 25 182
26 2 65
26 5 55
26 15 92
26 13 47
26 4 102
26 17 195
26 21 180
27 0 70
27 1 161
27 6 144
27 7 117
27 16 191
27 20 135
27 23 103
27 24 160
27 26 148
27 9 53
27 15 101
27 13 82
27 12 188
27 17 147
27 21 137
27 22 19
30 0 34
30 3 170
30 6 152
30 7 125
30 8 80
30 10 112
30 25 27
30 26 114
30 5 165
30 13 93
30 4 86
30 29 148
30 17 68
30 28 157
31 0 183
31 1 17
31 3 167
31 6 78
31 10 29
31 19 62
31 23 38
31 25 41
31 26 125
31 2 145
31 5 139
31 4 161
31 12 66
31 21 154
32 0 93
32 3 74
32 7 117
32 8 40
32 11 123
32 19 101
32 20 83
32 23 72
32 25 135
32 27 32
32 30 93
32 15 144
32 17 193
32 22 183
32 28 50
33 0 119
33 3 160
33 6 141
33 7 97
33 11 62
33 16 67
33 18 27
33 19 70
33 23 200
33 26 10
33 30 111
33 5 51
33 9 44
33 15 68
33 4 76
33 29 155
33 28 184
33 14 39
34 0 67
34 1 83
34 3 77
34 8 75
34 16 34
34 18 135
34 23 33
34 24 80
34 25 77
34 2 136
34 13 36
34 29 41
34 12 165
34 21 88
34 22 200
35 0 126
35 3 111
35 6 173
35 10 154
35 16 102
35 18 106
35 20 170
35 27 59
35 30 81
35 33 107
35 9 25
35 15 65
35 17 194
35 22 138
35 14 61
37 0 66
37 3 170
37 6 178
37 7 37
37 8 154
37 11 52
37 16 57
37 19 51
37 23 30
37 25 90
37 26 82
37 30 157
37 31 144
37 9 90
37 15 184
37 4 36
37 36 57
37 17 154
37 21 137
37 22 117
37 28 26
37 14 165
40 0 152
40 1 128
40 8 172
40 10 77
40 11 67
40 16 41
40 19 132
40 20 194
40 25 184
40 26 131
40 27 149
40 31 77
40 33 189
40 34 164
40 35 165
40 37 53
40 9 133
40 15 68
40 38 146
40 12 186
40 17 193
40 22 152
40 28 44
40 14 132
41 0 137
41 3 20
41 7 166
41 8 116
41 11 132
41 16 162
41 18 47
41 24 74
41 26 30
41 30 175
41 31 199
41 34 132
41 40 119
41 2 14
41 5 35
41 15 38
41 36 130
41 12 70
41 21 80
41 22 55
42 0 99
42 6 74
42 7 128
42 10 113
42 11 122
42 18 89
42 20 162
42 23 170
42 25 190
42 34 38
42 41 122
42 9 138
42 15 125
42 13 158
42 4 150
42 29 102
42 17 44
42 22 35
42 14 193
47 0 71
47 1 27
47 3 106
47 6 19
47 7 52
47 8 36
47 10 136
47 11 148
47 16 92
47 18 75
47 24 106
47 25 57
47 26 138
47 30 124
47 31 106
47 33 74
47 37 105
47 40 105
47 41 53
47 42 36
47 2 161
47 5 197
47 38 48
47 4 144
47 36 88
47 17 77
47 21 186
47 39 31
48 0 76
48 7 75
48 8 107
48 10 169
48 11 75
48 20 200
48 23 99
48 25 84
48 27 48
48 31 10
48 35 175
48 37 185
48 40 103
48 42 33
48 5 108
48 9 22
48 15 185
48 38 91
48 45 65
48 46 37
48 4 73
48 21 38
48 28 112
48 14 12
50 0 101
50 8 59
50 11 171
50 23 38
50 26 18
50 33 162
50 35 18
50 37 136
50 40 56
50 41 97
50 2 80
50 15 199
50 44 159
50 13 33
50 36 16
50 21 186
50 22 37
50 28 171
50 14 43
51 0 39
51 3 55
51 6 87
51 7 16
51 8 131
51 10 100
51 16 42
51 18 190
51 19 113
51 20 12
51 23 177
51 25 165
51 30 117
51 31 146
51 35 50
51 40 28
51 47 102
51 50 115
51 2 95
51 5 160
51 9 200
51 15 37
51 38 137
51 44 73
51 49 54
51 13 198
51 43 135
51 45 11
51 46 155
51 29 16
51 12 197
51 17 80
51 21 81
51 22 101
51 28 45
55 0 34
55 3 103
55 6 88
55 7 117
55 8 102
55 10 139
55 11 27
55 18 72
55 19 44
55 20 60
55 23 19
55 25 12
55 35 71
55 37 114
55 42 93
55 9 163
55 15 163
55 49 61
55 53 98
55 43 22
55 45 41
55 52 62
