param n := 300;
param r := 299
param c := 
5 0 66
5 1 44
6 0 150
6 5 93
6 2 156
7 0 199
7 5 47
7 3 117
13 0 94
13 7 173
13 2 25
13 4 100
13 9 178
13 12 130
15 0 110
15 5 192
15 1 21
15 9 106
15 10 90
15 8 138
15 12 72
16 0 73
16 5 79
16 6 94
16 13 51
16 1 72
16 3 112
16 4 164
16 10 29
16 11 140
16 8 86
18 0 198
18 6 51
18 15 145
18 2 162
18 9 169
18 11 108
18 17 182
18 8 115
18 14 28
18 12 164
22 0 127
22 5 165
22 6 15
22 2 75
22 4 187
22 9 51
22 10 130
22 21 146
22 20 102
22 8 183
22 14 146
22 12 33
23 0 10
23 5 129
23 6 174
23 7 67
23 15 17
23 18 50
23 22 44
23 2 51
23 3 90
23 9 119
23 19 120
23 20 106
23 8 20
23 14 130
23 12 181
25 0 186
25 5 31
25 6 77
25 13 63
25 15 94
25 16 45
25 18 178
25 22 179
25 23 121
25 2 73
25 4 126
25 9 31
25 21 166
25 20 198
25 14 125
25 24 162
25 12 29
26 0 183
26 6 173
26 7 31
26 15 142
26 16 189
26 18 122
26 23 86
26 1 186
26 2 96
26 4 105
26 9 143
26 11 167
26 17 21
26 20 173
26 24 72
26 12 28
28 0 28
28 6 21
28 7 157
28 15 144
28 16 33
28 2 186
28 4 66
28 9 53
28 11 169
28 17 89
28 19 23
28 8 37
28 14 165
28 24 184
30 0 152
30 5 42
30 7 76
30 15 190
30 22 191
30 23 178
30 26 112
30 28 71
30 1 22
30 2 154
30 3 114
30 11 186
30 17 85
30 19 111
30 20 123
30 29 171
30 24 81
30 12 93
31 0 199
31 7 81
31 15 103
31 23 53
31 25 171
31 28 200
31 30 55
31 4 96
31 10 76
31 17 48
31 21 45
31 29 140
31 14 173
31 24 174
33 0 102
33 18 40
33 22 122
33 23 115
33 30 28
33 31 32
33 1 90
33 2 82
33 9 108
33 27 134
33 29 161
34 0 184
34 5 41
34 6 119
34 13 158
34 16 27
34 18 33
34 23 46
34 26 12
34 33 41
34 3 101
34 4 73
34 9 80
34 10 110
34 11 137
34 17 178
34 32 53
34 20 133
34 29 45
34 8 28
34 24 176
34 12 141
36 0 98
36 5 190
36 7 133
36 13 77
36 23 160
36 25 168
36 34 28
36 2 14
36 3 133
36 4 159
36 10 39
36 11 77
36 27 163
36 32 98
36 19 96
36 21 36
36 29 30
36 8 48
36 24 160
36 12 101
38 0 138
38 7 98
38 26 49
38 28 69
38 30 152
38 31 161
38 34 94
38 2 143
38 9 18
38 27 111
38 37 149
38 35 156
38 29 200
38 14 22
40 0 67
40 5 57
40 13 138
40 15 51
40 16 134
40 22 118
40 28 102
40 31 42
40 34 145
40 36 89
40 38 136
40 1 54
40 3 127
40 10 133
40 17 185
40 32 46
40 35 13
41 0 191
41 13 200
41 15 66
41 18 39
41 22 157
41 23 36
41 25 147
41 26 23
41 34 155
41 38 84
41 1 30
41 9 71
41 27 71
41 19 167
41 21 76
41 8 189
41 24 184
41 12 38
42 0 168
42 5 46
42 6 186
42 7 24
42 13 196
42 15 123
42 16 143
42 18 18
42 22 156
42 23 113
42 28 184
42 33 73
42 36 179
42 38 107
42 40 147
42 2 140
42 3 112
42 9 13
42 11 194
42 35 187
42 29 198
42 39 165
42 8 56
42 24 116
43 0 138
43 5 115
43 7 68
43 15 29
43 16 161
43 18 91
43 23 152
43 25 158
43 28 71
43 31 31
43 34 189
43 36 66
43 1 119
43 2 24
43 3 131
43 4 61
43 10 177
43 17 136
43 37 182
43 20 129
43 29 163
43 39 149
43 8 155
43 14 93
43 24 28
53 0 41
53 6 107
53 7 55
53 15 70
53 18 185
53 25 198
53 26 54
53 28 101
53 30 173
53 31 110
53 36 177
53 40 133
53 1 49
53 3 111
53 4 116
53 10 157
53 11 17
53 17 184
53 27 126
53 32 127
53 37 122
53 19 197
53 21 111
53 35 118
53 44 83
53 50 98
53 20 115
53 29 113
53 39 170
53 46 83
53 14 168
55 0 112
55 6 192
55 7 92
55 13 116
55 15 52
55 22 65
55 23 90
55 25 186
55 28 154
55 33 82
55 34 18
55 40 14
55 41 27
55 42 11
55 37 36
55 45 137
55 48 96
55 52 188
55 54 136
55 35 179
55 44 80
55 47 165
55 50 88
55 20 78
55 39 128
55 46 92
55 8 165
55 24 77
55 12 177
56 0 74
56 5 73
56 15 113
56 18 46
56 22 131
56 28 135
56 30 178
56 31 118
56 33 34
56 36 116
56 40 161
56 42 196
56 1 175
56 27 94
56 45 27
56 48 147
56 52 111
56 19 43
56 21 126
56 44 78
56 49 104
56 50 185
56 46 175
56 51 60
56 8 103
56 14 46
56 24 109
56 12 39
58 0 159
58 5 200
58 7 170
58 13 89
58 15 139
58 16 165
58 18 116
58 23 105
58 25 95
58 28 182
58 30 109
58 31 176
58 33 35
58 38 92
58 42 195
58 43 26
58 2 199
58 3 93
58 4 119
58 27 133
58 32 182
58 37 17
58 48 154
58 54 130
58 57 172
58 49 134
58 50 83
58 29 89
58 46 168
58 51 26
58 8 178
63 0 137
63 5 155
63 6 16
63 15 45
63 22 38
63 23 139
63 26 181
63 30 125
63 36 29
63 40 80
63 43 168
63 58 36
63 1 200
63 2 44
63 4 13
63 10 159
63 11 99
63 27 46
63 45 117
63 52 123
63 54 184
63 57 87
63 59 120
63 21 98
63 44 137
63 47 63
63 50 35
63 61 67
63 20 85
63 29 52
63 39 62
63 46 10
63 14 76
63 24 169
63 12 83
66 0 182
66 5 12
66 6 98
66 7 49
66 15 81
66 23 137
66 25 17
66 26 86
66 28 12
66 30 168
66 41 128
66 43 146
66 55 185
66 56 20
66 63 154
66 1 191
66 2 194
66 4 83
66 9 108
66 17 190
66 27 97
66 32 71
66 48 182
66 52 43
66 54 124
66 57 178
66 59 86
66 21 39
66 47 135
66 61 156
66 65 190
66 20 110
66 46 113
66 51 183
66 12 61
69 0 192
69 7 133
69 13 102
69 15 141
69 18 174
69 22 65
69 25 72
69 28 35
69 30 28
69 31 36
69 33 65
69 36 94
69 38 30
69 41 135
69 43 121
69 55 162
69 56 123
69 58 12
69 66 58
69 4 57
69 10 198
69 11 100
69 17 84
69 32 200
69 37 85
69 45 43
69 52 68
69 54 127
69 64 95
69 67 168
69 21 161
69 44 45
69 47 20
69 50 130
69 65 183
69 20 75
69 24 57
69 12 114
70 0 110
70 6 46
70 7 54
70 16 68
70 18 182
70 23 93
70 28 83
70 30 149
70 31 159
70 33 115
70 34 52
70 38 112
70 53 31
70 55 154
70 58 12
70 66 197
70 69 140
70 3 66
70 9 15
70 11 159
70 37 99
70 45 168
70 52 136
70 54 34
70 64 79
70 68 182
70 21 141
70 49 111
70 61 121
70 39 187
70 8 21
70 24 134
70 62 176
70 12 86
72 0 31
72 5 57
72 6 178
72 7 172
72 18 72
72 22 11
72 28 199
72 33 90
72 34 184
72 36 196
72 43 47
72 53 37
72 56 133
72 63 125
72 66 11
72 69 106
72 70 142
72 3 70
72 4 137
72 10 36
72 17 30
72 27 107
72 37 181
72 45 13
72 48 54
72 52 101
72 57 17
72 59 139
72 67 121
72 68 57
72 19 166
72 35 104
72 47 150
72 60 184
72 61 176
72 65 100
72 14 47
72 24 96
72 62 122
75 0 57
75 5 42
75 6 172
75 13 11
75 16 154
75 22 146
75 25 158
75 28 137
75 34 157
75 38 192
75 41 55
75 43 12
75 56 68
75 66 40
75 72 88
75 2 34
75 3 15
75 4 199
75 10 155
75 11 41
75 27 14
75 32 140
75 37 72
75 45 149
75 52 127
75 54 35
75 57 197
75 59 69
75 71 35
75 19 30
75 35 155
75 50 56
75 61 177
75 65 85
75 20 113
75 39 28
75 46 158
75 24 149
75 12 145
76 0 123
76 5 73
76 6 161
76 13 36
76 18 183
76 22 137
76 30 96
76 36 185
76 42 48
76 53 187
76 58 96
76 69 169
76 70 52
76 75 12
76 1 34
76 2 26
76 3 69
76 4 160
76 9 114
76 11 103
76 17 116
76 27 17
76 52 195
76 64 35
76 71 10
76 21 154
76 50 162
76 61 147
76 65 173
76 73 117
76 20 108
76 46 184
76 51 142
76 8 61
76 14 22
76 12 65
77 0 142
77 5 152
77 6 104
77 13 76
77 15 142
77 16 91
