param n := 100;
param r := 99
param c := 
1 0 18
3 0 43
6 0 10
6 4 40
7 0 132
7 6 90
7 2 61
7 5 102
10 0 33
10 3 138
10 2 59
10 9 154
10 8 131
14 0 17
14 7 100
14 10 83
14 9 164
14 11 198
14 8 54
16 0 193
16 1 199
16 6 26
16 14 116
16 2 41
16 5 132
16 9 77
16 11 189
16 13 10
16 8 36
16 15 52
18 0 81
18 7 71
18 14 121
18 5 36
18 9 112
18 13 36
19 0 137
19 6 119
19 7 39
19 18 147
19 2 44
19 11 75
19 4 146
19 8 148
19 17 51
19 15 130
21 0 66
21 1 52
21 3 105
21 7 29
21 14 173
21 2 63
21 5 26
21 9 104
21 11 140
21 4 20
22 0 150
22 10 121
22 14 130
22 16 151
22 18 144
22 2 90
22 5 18
22 9 66
22 12 182
22 17 171
22 20 54
23 0 18
23 1 173
23 3 124
23 7 33
23 14 156
23 21 132
23 22 72
23 5 187
23 13 27
23 8 156
23 12 35
23 17 83
24 0 133
24 1 101
24 3 164
24 6 16
24 10 171
24 14 176
24 16 181
24 18 56
24 19 164
24 21 36
24 2 43
24 13 111
24 4 72
24 8 13
24 12 57
24 20 33
25 0 56
25 1 47
25 3 105
25 6 200
25 7 75
25 19 18
25 22 87
25 2 134
25 9 46
25 11 155
25 13 80
25 4 183
25 12 96
25 15 96
25 20 70
27 0 168
27 1 15
27 6 63
27 7 46
27 14 34
27 16 192
27 18 131
27 25 57
27 2 173
27 9 142
27 11 137
27 26 91
27 4 53
30 0 67
30 1 66
30 3 155
30 7 161
30 10 109
30 21 27
30 23 186
30 24 39
30 27 110
30 2 89
30 5 172
30 13 133
30 26 132
30 28 191
30 29 121
30 17 187
31 0 120
31 1 155
31 6 26
31 10 40
31 14 12
31 18 154
31 21 21
31 27 196
31 30 153
31 2 198
31 5 161
31 9 170
31 11 99
31 8 135
31 12 72
31 20 164
32 0 92
32 10 88
32 14 20
32 16 166
32 21 152
32 23 122
32 25 171
32 2 20
32 9 43
32 11 35
32 26 15
32 28 137
32 12 20
32 15 100
33 0 21
33 1 80
33 3 183
33 6 67
33 7 114
33 16 98
33 18 51
33 19 81
33 21 82
33 22 92
33 23 170
33 24 176
33 25 122
33 27 146
33 30 10
33 32 150
33 5 152
33 9 121
33 11 110
33 26 131
33 29 159
33 12 79
33 17 161
33 15 29
36 0 177
36 1 10
36 7 184
36 14 119
36 16 113
36 19 119
36 25 52
36 27 41
36 30 90
36 31 63
36 32 114
36 5 172
36 9 158
36 11 153
36 13 106
36 29 108
36 34 191
36 8 126
36 12 102
36 17 119
36 20 51
37 0 126
37 3 120
37 7 64
37 10 133
37 14 13
37 16 63
37 18 64
37 21 172
37 22 46
37 23 97
37 24 43
37 31 92
37 32 116
37 33 30
37 13 124
37 26 13
37 29 67
37 4 35
37 17 19
37 15 111
37 20 134
40 0 33
40 1 87
40 3 116
40 10 120
40 14 74
40 16 99
40 19 98
40 21 163
40 22 161
40 25 65
40 31 160
40 5 27
40 9 27
40 11 119
40 13 38
40 28 120
40 29 60
40 34 138
40 8 11
40 35 29
40 20 132
42 0 76
42 10 108
42 16 22
42 18 156
42 24 149
42 25 200
42 27 69
42 32 51
42 33 117
42 36 157
42 40 122
42 2 80
42 5 60
42 13 198
42 28 193
42 34 18
42 12 43
42 17 144
42 35 184
42 15 129
43 0 127
43 1 108
43 7 155
43 14 35
43 18 184
43 22 104
43 24 64
43 31 105
43 32 27
43 33 165
43 36 181
43 42 115
43 2 74
43 5 21
43 9 135
43 11 111
43 26 183
43 29 97
43 38 111
43 41 174
43 4 198
43 17 112
43 35 172
43 39 142
43 15 73
44 0 152
44 3 97
44 10 106
44 14 138
44 16 60
44 21 34
44 22 46
44 24 174
44 25 64
44 30 79
44 32 115
44 33 14
44 37 90
44 43 184
44 2 40
44 5 175
44 26 155
44 29 51
44 34 44
44 38 194
44 41 192
44 12 119
44 17 157
44 39 123
44 15 65
44 20 158
48 0 169
48 1 77
48 3 22
48 6 147
48 18 182
48 19 36
48 21 74
48 24 175
48 27 158
48 33 65
48 36 14
48 40 48
48 42 103
48 5 158
48 26 77
48 29 73
48 38 195
48 41 196
48 12 63
48 46 161
48 15 101
48 47 16
51 0 115
51 1 52
51 3 104
51 6 98
51 7 13
51 14 39
51 18 164
51 23 132
51 24 30
51 31 195
51 32 98
51 40 126
51 42 161
51 43 17
51 44 79
51 48 131
51 2 94
51 11 149
51 13 99
51 26 123
51 34 28
51 38 163
51 50 199
51 47 145
52 0 67
52 1 29
52 7 117
52 14 192
52 16 125
52 21 139
52 22 94
52 23 35
52 24 178
52 30 175
52 31 56
52 37 70
52 42 193
52 51 177
52 2 88
52 9 39
52 11 194
52 26 77
52 29 113
52 34 132
52 41 108
52 50 101
52 8 74
52 12 131
52 17 200
52 15 166
52 47 124
54 0 55
54 1 184
54 6 122
54 18 123
54 22 30
54 24 85
54 27 92
54 37 146
54 42 190
54 44 158
54 48 93
54 2 181
54 5 146
54 11 109
54 13 165
54 28 180
54 34 98
54 38 185
54 12 132
54 45 139
54 46 37
54 15 38
54 47 181
54 20 12
55 0 140
55 3 194
55 10 23
55 19 84
55 22 147
55 23 156
55 27 168
55 31 60
55 33 114
55 36 102
55 37 153
55 42 81
55 43 77
55 44 53
55 52 189
55 5 120
55 9 51
55 28 179
55 34 185
55 38 165
55 50 133
55 35 152
55 45 81
55 46 16
55 47 17
55 20 72
56 0 22
56 1 112
56 3 76
56 7 138
56 18 134
56 21 151
56 22 179
56 23 168
56 24 85
56 25 19
56 30 67
56 31 176
56 32 39
56 33 128
56 40 118
